building_type_id,non_residential_sqft,note,residential_units,stories,unit_price_non_residential,year_built,res_price_per_sqft,residential_price,non_residential_price,job_spaces,building_sqft,DEVTYPE,parcel_id
1,0,pipeline,114,2,0,2031,0,0,0,0,250800,develop,69252
2,0,pipeline,266,5,0,2031,0,0,0,0,319200,develop,69252
4,0,pipeline,0,1,0,2031,0,0,0,91,34000,develop,69252
5,0,pipeline,0,1,0,2031,0,0,0,221,139600,develop,69252
2,0,pipeline,370,1,0,2031,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2031,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2031,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2031,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2031,0,0,0,500,150000,develop,69258
2,0,pipeline,400,1,0,2031,0,0,0,0,400000,redevelop,721979
3,800000,pipeline,0,1,0,2031,0,0,0,802,800000,redevelop,784889
5,0,pipeline,0,1,0,2032,0,0,0,514,143831,develop,492239
1,0,pipeline,114,2,0,2032,0,0,0,0,250800,develop,69252
2,0,pipeline,266,5,0,2032,0,0,0,0,319200,develop,69252
4,0,pipeline,0,1,0,2032,0,0,0,91,34000,develop,69252
5,0,pipeline,0,1,0,2032,0,0,0,221,139600,develop,69252
2,0,pipeline,370,1,0,2032,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2032,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2032,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2032,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2032,0,0,0,500,150000,develop,69258
5,40000,pipeline,0,0,0,2032,0,0,0,63,40000,develop,491021
4,80000,pipeline,0,0,0,2032,0,0,0,213,80000,develop,491021
8,30000,pipeline,0,0,0,2032,0,0,0,100,30000,develop,491021
2,0,pipeline,400,1,0,2032,0,0,0,0,400000,develop,721979
6,66000,pipeline,0,1,0,2032,0,0,0,190,66000,redevelop,584382
6,40000,pipeline,0,1,0,2032,0,0,0,40,40000,develop,528780
6,40000,pipeline,0,1,0,2032,0,0,0,40,40000,develop,797833
3,40000,pipeline,0,1,0,2032,0,0,0,6,40000,develop,503898
6,280000,pipeline,0,1,0,2032,0,0,0,280,280000,develop,500072
1,0,pipeline,108,2,0,2033,0,0,0,0,237600,develop,69253
2,0,pipeline,250,5,0,2033,0,0,0,0,300000,develop,69253
4,0,pipeline,0,1,0,2033,0,0,0,32,11800,develop,69253
5,0,pipeline,0,1,0,2033,0,0,0,18,11400,develop,69253
6,148250,pipeline,0,1,0,2033,0,0,0,99,148250,develop,489552
2,0,pipeline,370,1,0,2033,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2033,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2033,0,0,0,27,10800,develop,69257
5,150000,pipeline,0,1,0,2033,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2033,0,0,0,500,150000,develop,69257
2,0,pipeline,400,1,0,2033,0,0,0,0,400000,develop,721979
6,19000,pipeline,0,1,0,2033,0,0,0,40,19000,develop,505081
6,19000,pipeline,0,1,0,2033,0,0,0,40,19000,develop,505084
6,19000,pipeline,0,1,0,2033,0,0,0,40,19000,develop,505084
6,19000,pipeline,0,1,0,2033,0,0,0,40,19000,develop,800844
6,19000,pipeline,0,1,0,2033,0,0,0,40,19000,develop,505083
6,19000,pipeline,0,1,0,2033,0,0,0,40,19000,develop,505086
6,19000,pipeline,0,1,0,2033,0,0,0,40,19000,develop,505086
6,19000,pipeline,0,1,0,2033,0,0,0,40,19000,develop,505095
6,22000,pipeline,0,1,0,2033,0,0,0,40,22000,develop,512444
6,22000,pipeline,0,1,0,2033,0,0,0,40,22000,develop,512447
6,22000,pipeline,0,1,0,2033,0,0,0,40,22000,develop,512446
6,22000,pipeline,0,1,0,2033,0,0,0,40,22000,develop,512449
6,22000,pipeline,0,1,0,2033,0,0,0,40,22000,develop,512451
6,22000,pipeline,0,1,0,2033,0,0,0,40,22000,develop,512453
6,22000,pipeline,0,1,0,2033,0,0,0,40,22000,develop,512455
6,40000,pipeline,0,1,0,2033,0,0,0,40,40000,develop,500545
6,40000,pipeline,0,1,0,2033,0,0,0,40,40000,develop,500546
1,0,pipeline,108,2,0,2034,0,0,0,0,237600,develop,69253
2,0,pipeline,250,5,0,2034,0,0,0,0,300000,develop,69253
4,0,pipeline,0,1,0,2034,0,0,0,32,11800,develop,69253
5,0,pipeline,0,1,0,2034,0,0,0,18,11400,develop,69253
2,0,pipeline,370,1,0,2034,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2034,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2034,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2034,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2034,0,0,0,500,150000,develop,69258
2,0,pipeline,400,1,0,2034,0,0,0,0,400000,develop,721979
6,40000,pipeline,0,1,0,2034,0,0,0,40,40000,develop,505368
6,40000,pipeline,0,1,0,2034,0,0,0,40,40000,develop,505368
6,40000,pipeline,0,1,0,2034,0,0,0,40,40000,develop,525426
6,40000,pipeline,0,1,0,2034,0,0,0,40,40000,develop,511679
6,280000,pipeline,0,1,0,2034,0,0,0,280,280000,develop,500073
2,0,pipeline,9,1,0,2035,0,0,0,0,0,develop,68593
7,0,pipeline,3,1,0,2035,0,0,0,35,13940,develop,68595
7,0,pipeline,3,1,0,2035,0,0,0,35,13940,develop,68598
2,0,pipeline,101,1,0,2035,0,0,0,0,0,develop,27502
5,0,pipeline,0,1,0,2035,0,0,0,20,8191,develop,59601
2,0,pipeline,6,1,0,2035,0,0,0,0,0,develop,59602
5,0,pipeline,0,1,0,2035,0,0,0,19,7764,develop,59603
7,0,pipeline,500,1,0,2035,0,0,0,800,199906,develop,1857
2,0,pipeline,3,1,0,2035,0,0,0,0,0,develop,55414
5,0,pipeline,0,1,0,2035,0,0,0,80,21680,develop,1661
5,0,pipeline,0,1,0,2035,0,0,0,3,1224,develop,58139
5,0,pipeline,0,1,0,2035,0,0,0,28,7001,develop,58659
5,0,pipeline,0,1,0,2035,0,0,0,83,20697,develop,58937
5,0,pipeline,0,1,0,2035,0,0,0,97,24188,develop,59642
5,0,pipeline,0,1,0,2035,0,0,0,533,133365,develop,66294
5,0,pipeline,0,1,0,2035,0,0,0,533,133365,develop,66295
5,0,pipeline,0,1,0,2035,0,0,0,533,133365,develop,66296
7,0,pipeline,13,1,0,2035,0,0,0,48,13366,develop,66840
2,0,pipeline,171,1,0,2035,0,0,0,0,0,develop,66841
7,0,pipeline,13,1,0,2035,0,0,0,48,13366,develop,66842
7,0,pipeline,13,1,0,2035,0,0,0,48,13366,develop,490604
7,0,pipeline,13,1,0,2035,0,0,0,48,13366,develop,66843
2,0,pipeline,171,1,0,2035,0,0,0,0,0,develop,66844
2,0,pipeline,171,1,0,2035,0,0,0,0,0,develop,66845
2,0,pipeline,171,1,0,2035,0,0,0,0,0,develop,66846
2,0,pipeline,171,1,0,2035,0,0,0,0,0,develop,66847
7,0,pipeline,21,1,0,2035,0,0,0,6,2487,develop,68592
2,0,pipeline,63,1,0,2035,0,0,0,0,0,develop,68593
7,0,pipeline,20,1,0,2035,0,0,0,6,2326,develop,68594
7,0,pipeline,22,1,0,2035,0,0,0,219,86910,develop,68595
7,0,pipeline,17,1,0,2035,0,0,0,5,1921,develop,68596
7,0,pipeline,18,1,0,2035,0,0,0,181,71766,develop,68597
7,0,pipeline,18,1,0,2035,0,0,0,181,71766,develop,68598
2,0,pipeline,78,1,0,2035,0,0,0,0,0,develop,68650
2,0,pipeline,78,1,0,2035,0,0,0,0,0,develop,68651
2,0,pipeline,78,1,0,2035,0,0,0,0,0,develop,68652
2,0,pipeline,78,1,0,2035,0,0,0,0,0,develop,68654
5,0,pipeline,0,1,0,2035,0,0,0,132,52701,develop,59601
2,0,pipeline,34,1,0,2035,0,0,0,0,0,develop,68666
2,0,pipeline,34,1,0,2035,0,0,0,0,0,develop,68667
2,0,pipeline,34,1,0,2035,0,0,0,0,0,develop,68668
2,0,pipeline,34,1,0,2035,0,0,0,0,0,develop,68669
2,0,pipeline,30,1,0,2035,0,0,0,0,0,develop,68670
2,0,pipeline,22,1,0,2035,0,0,0,0,0,develop,68671
2,0,pipeline,22,1,0,2035,0,0,0,0,0,develop,68672
2,0,pipeline,21,1,0,2035,0,0,0,0,0,develop,68673
2,0,pipeline,21,1,0,2035,0,0,0,0,0,develop,68674
7,0,pipeline,1,1,0,2035,0,0,0,103,41322,develop,68677
7,0,pipeline,1,1,0,2035,0,0,0,103,41322,develop,68678
7,0,pipeline,1,1,0,2035,0,0,0,103,41322,develop,68679
7,0,pipeline,23,1,0,2035,0,0,0,109,43717,develop,68680
7,0,pipeline,23,1,0,2035,0,0,0,109,43717,develop,68681
7,0,pipeline,23,1,0,2035,0,0,0,109,43717,develop,68682
5,0,pipeline,0,1,0,2035,0,0,0,49,12135,develop,68834
5,0,pipeline,0,1,0,2035,0,0,0,414,103625,develop,68839
5,0,pipeline,0,1,0,2035,0,0,0,415,103626,develop,68840
5,0,pipeline,0,1,0,2035,0,0,0,1026,279766,develop,68841
5,0,pipeline,0,1,0,2035,0,0,0,569,142126,develop,68842
5,0,pipeline,0,1,0,2035,0,0,0,282,70547,develop,68843
5,0,pipeline,0,1,0,2035,0,0,0,691,193370,develop,492239
1,0,pipeline,108,2,0,2035,0,0,0,0,237600,develop,69253
2,0,pipeline,250,5,0,2035,0,0,0,0,300000,develop,69253
4,0,pipeline,0,1,0,2035,0,0,0,32,11800,develop,69253
5,0,pipeline,0,1,0,2035,0,0,0,18,11400,develop,69253
2,0,pipeline,370,1,0,2035,0,0,0,0,592000,develop,69254
4,5000,pipeline,0,1,0,2035,0,0,0,27,5000,develop,69254
4,10800,pipeline,0,1,0,2035,0,0,0,27,10800,develop,69255
5,150000,pipeline,0,1,0,2035,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2035,0,0,0,500,150000,develop,69257
1,0,pipeline,108,2,0,2036,0,0,0,0,237600,develop,69253
2,0,pipeline,250,5,0,2036,0,0,0,0,300000,develop,69253
4,0,pipeline,0,1,0,2036,0,0,0,32,11800,develop,69253
5,0,pipeline,0,1,0,2036,0,0,0,18,11400,develop,69253
2,0,pipeline,370,1,0,2036,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2036,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2036,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2036,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2036,0,0,0,500,150000,develop,69258
6,40000,pipeline,0,1,0,2036,0,0,0,40,40000,develop,795419
6,40000,pipeline,0,1,0,2036,0,0,0,40,40000,develop,795419
5,0,pipeline,0,1,0,2037,0,0,0,312,87293,develop,492239
5,0,pipeline,0,1,0,2037,0,0,0,278,77716,develop,492239
1,0,pipeline,108,2,0,2037,0,0,0,0,237600,develop,69253
2,0,pipeline,250,5,0,2037,0,0,0,0,300000,develop,69253
4,0,pipeline,0,1,0,2037,0,0,0,32,11800,develop,69253
5,0,pipeline,0,1,0,2037,0,0,0,18,11400,develop,69253
2,0,pipeline,370,1,0,2037,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2037,0,0,0,54,21600,develop,69257
5,300000,pipeline,0,1,0,2037,0,0,0,1000,300000,develop,69257
1,0,pipeline,72,2,0,2038,0,0,0,0,158400,develop,3118
2,0,pipeline,168,5,0,2038,0,0,0,0,201600,develop,3118
6,148250,pipeline,0,1,0,2038,0,0,0,99,148250,develop,489552
2,0,pipeline,370,1,0,2038,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2038,0,0,0,54,21600,develop,69258
5,300000,pipeline,0,1,0,2038,0,0,0,1000,300000,develop,69258
6,80000,pipeline,0,1,0,2038,0,0,0,100,80000,redevelop,565597
6,40000,pipeline,0,1,0,2038,0,0,0,40,40000,develop,496480
6,40000,pipeline,0,1,0,2038,0,0,0,40,40000,develop,496484
6,40000,pipeline,0,1,0,2038,0,0,0,40,40000,develop,496483
6,40000,pipeline,0,1,0,2038,0,0,0,40,40000,develop,496485
6,100000,pipeline,0,1,0,2038,0,0,0,100,100000,develop,800934
5,0,pipeline,0,1,0,2039,0,0,0,295,82689,develop,492239
5,0,pipeline,0,1,0,2039,0,0,0,42,11786,develop,408482
1,0,pipeline,72,2,0,2039,0,0,0,0,158400,develop,3118
2,0,pipeline,168,5,0,2039,0,0,0,0,201600,develop,3118
2,0,pipeline,370,1,0,2039,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2039,0,0,0,54,21600,develop,69257
5,300000,pipeline,0,1,0,2039,0,0,0,1000,300000,develop,69257
6,80000,pipeline,0,1,0,2039,0,0,0,80,80000,develop,515607
2,0,pipeline,87,1,0,2040,0,0,0,0,0,develop,468714
2,0,pipeline,9,1,0,2040,0,0,0,0,0,develop,59594
5,0,pipeline,0,1,0,2040,0,0,0,29,11734,develop,68593
5,0,pipeline,0,1,0,2040,0,0,0,146,36477,develop,68595
5,0,pipeline,0,1,0,2040,0,0,0,146,36477,develop,68598
5,0,pipeline,0,1,0,2040,0,0,0,2,745,develop,59596
2,0,pipeline,9,1,0,2040,0,0,0,0,0,develop,59602
5,0,pipeline,0,1,0,2040,0,0,0,2720,680000,develop,1857
5,0,pipeline,0,1,0,2040,0,0,0,2,627,develop,59051
2,0,pipeline,56,1,0,2040,0,0,0,0,0,develop,131584
2,0,pipeline,17,1,0,2040,0,0,0,0,0,develop,149091
7,0,pipeline,100,1,0,2040,0,0,0,38,15000,develop,66149
7,0,pipeline,100,1,0,2040,0,0,0,38,15000,develop,66150
7,0,pipeline,100,1,0,2040,0,0,0,38,15000,develop,66151
7,0,pipeline,100,1,0,2040,0,0,0,38,15000,develop,66152
7,0,pipeline,100,1,0,2040,0,0,0,38,15000,develop,66153
5,0,pipeline,0,1,0,2040,0,0,0,69,27420,develop,66154
5,0,pipeline,0,1,0,2040,0,0,0,69,27420,develop,66155
5,0,pipeline,0,1,0,2040,0,0,0,69,27420,develop,66156
5,0,pipeline,0,1,0,2040,0,0,0,69,27420,develop,66157
5,0,pipeline,0,1,0,2040,0,0,0,69,27420,develop,66158
2,0,pipeline,46,1,0,2040,0,0,0,0,0,develop,66298
2,0,pipeline,186,1,0,2040,0,0,0,0,0,develop,66841
2,0,pipeline,186,1,0,2040,0,0,0,0,0,develop,66844
2,0,pipeline,186,1,0,2040,0,0,0,0,0,develop,66845
2,0,pipeline,186,1,0,2040,0,0,0,0,0,develop,66846
2,0,pipeline,186,1,0,2040,0,0,0,0,0,develop,66847
2,0,pipeline,339,1,0,2040,0,0,0,0,0,develop,67490
2,0,pipeline,56,1,0,2040,0,0,0,0,0,develop,68591
2,0,pipeline,56,1,0,2040,0,0,0,0,0,develop,59594
5,0,pipeline,0,1,0,2040,0,0,0,1152,329634,develop,68592
5,0,pipeline,0,1,0,2040,0,0,0,196,78230,develop,68593
5,0,pipeline,0,1,0,2040,0,0,0,1078,308275,develop,68594
5,0,pipeline,0,1,0,2040,0,0,0,910,227426,develop,68595
5,0,pipeline,0,1,0,2040,0,0,0,890,254557,develop,68596
5,0,pipeline,0,1,0,2040,0,0,0,751,187796,develop,68597
5,0,pipeline,0,1,0,2040,0,0,0,751,187795,develop,68598
5,0,pipeline,0,1,0,2040,0,0,0,10,3946,develop,68643
5,0,pipeline,0,1,0,2040,0,0,0,10,3946,develop,68644
5,0,pipeline,0,1,0,2040,0,0,0,10,3946,develop,68645
5,0,pipeline,0,1,0,2040,0,0,0,10,3946,develop,68646
5,0,pipeline,0,1,0,2040,0,0,0,10,3946,develop,68647
5,0,pipeline,0,1,0,2040,0,0,0,10,3946,develop,68648
5,0,pipeline,0,1,0,2040,0,0,0,10,3946,develop,68649
5,0,pipeline,0,1,0,2040,0,0,0,10,3946,develop,68653
2,0,pipeline,48,1,0,2040,0,0,0,0,0,develop,68666
2,0,pipeline,48,1,0,2040,0,0,0,0,0,develop,68667
2,0,pipeline,48,1,0,2040,0,0,0,0,0,develop,68668
2,0,pipeline,48,1,0,2040,0,0,0,0,0,develop,68669
2,0,pipeline,44,1,0,2040,0,0,0,0,0,develop,68670
5,0,pipeline,0,1,0,2040,0,0,0,67,26627,develop,68680
5,0,pipeline,0,1,0,2040,0,0,0,67,26627,develop,68681
5,0,pipeline,0,1,0,2040,0,0,0,67,26627,develop,68682
1,0,pipeline,72,2,0,2040,0,0,0,0,158400,develop,3118
2,0,pipeline,168,5,0,2040,0,0,0,0,201600,develop,3118
2,0,pipeline,370,1,0,2040,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2040,0,0,0,54,21600,develop,69258
5,300000,pipeline,0,1,0,2040,0,0,0,1000,300000,develop,69258
6,150000,pipeline,0,1,0,2040,0,0,0,300,150000,develop,527950
5,0,pipeline,0,1,0,2041,0,0,0,309,86556,develop,492239
5,0,pipeline,0,1,0,2041,0,0,0,60,16759,develop,22160
1,0,pipeline,72,2,0,2041,0,0,0,0,158400,develop,3118
2,0,pipeline,168,5,0,2041,0,0,0,0,201600,develop,3118
2,0,pipeline,370,1,0,2041,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2041,0,0,0,54,21600,develop,69257
5,300000,pipeline,0,1,0,2041,0,0,0,1000,300000,develop,69257
3,1000000,pipeline,0,1,0,2041,0,0,0,1141,1000000,redevelop,784889
6,80000,pipeline,0,1,0,2041,0,0,0,120,80000,develop,492769
1,0,pipeline,70,2,0,2042,0,0,0,0,158400,develop,3118
2,0,pipeline,166,5,0,2042,0,0,0,0,201600,develop,3118
2,0,pipeline,370,1,0,2042,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2042,0,0,0,54,21600,develop,69257
5,300000,pipeline,0,1,0,2042,0,0,0,1000,300000,develop,69257
8,166000,pipeline,0,1,0,2042,0,0,0,270,166000,redevelop,584382
6,40000,pipeline,0,1,0,2042,0,0,0,40,40000,develop,597510
6,40000,pipeline,0,1,0,2042,0,0,0,40,40000,develop,597510
6,40000,pipeline,0,1,0,2042,0,0,0,40,40000,develop,500734
6,40000,pipeline,0,1,0,2042,0,0,0,40,40000,develop,500734
6,22000,pipeline,0,1,0,2042,0,0,0,42,22000,develop,511616
6,22000,pipeline,0,1,0,2042,0,0,0,42,22000,develop,524329
6,22000,pipeline,0,1,0,2042,0,0,0,42,22000,develop,524330
6,22000,pipeline,0,1,0,2042,0,0,0,42,22000,develop,524331
6,22000,pipeline,0,1,0,2042,0,0,0,42,22000,develop,493898
6,22000,pipeline,0,1,0,2042,0,0,0,42,22000,develop,493899
6,22000,pipeline,0,1,0,2042,0,0,0,42,22000,develop,493900
6,400000,pipeline,0,1,0,2042,0,0,0,400,400000,develop,500076
2,0,pipeline,370,1,0,2043,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2043,0,0,0,54,21600,develop,69255
5,300000,pipeline,0,1,0,2043,0,0,0,1000,300000,develop,69255
6,80000,pipeline,0,1,0,2043,0,0,0,80,80000,develop,713682
6,80000,pipeline,0,1,0,2043,0,0,0,80,80000,develop,661817
6,80000,pipeline,0,1,0,2043,0,0,0,80,80000,develop,618690
2,0,pipeline,370,1,0,2044,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2044,0,0,0,54,21600,develop,69257
5,300000,pipeline,0,1,0,2044,0,0,0,1000,300000,develop,69257
7,0,pipeline,87,1,0,2045,0,0,0,422,105475,develop,468714
7,0,pipeline,19,1,0,2045,0,0,0,28,7925,develop,59594
5,0,pipeline,0,1,0,2045,0,0,0,188,48901,develop,68593
5,0,pipeline,0,1,0,2045,0,0,0,94,37623,develop,27502
5,0,pipeline,0,1,0,2045,0,0,0,2,776,develop,59596
2,0,pipeline,4,1,0,2045,0,0,0,0,0,develop,59601
2,0,pipeline,5,1,0,2045,0,0,0,0,0,develop,59602
7,0,pipeline,42,1,0,2045,0,0,0,642,178941,develop,30981
5,0,pipeline,0,1,0,2045,0,0,0,480,120074,develop,1857
7,0,pipeline,32,1,0,2045,0,0,0,494,137595,develop,54820
7,0,pipeline,6,1,0,2045,0,0,0,86,23919,develop,54889
5,0,pipeline,0,1,0,2045,0,0,0,3,1265,develop,55414
2,0,pipeline,1,1,0,2045,0,0,0,0,0,develop,58139
5,0,pipeline,0,1,0,2045,0,0,0,2,653,develop,59051
7,0,pipeline,56,1,0,2045,0,0,0,273,68265,develop,131584
7,0,pipeline,17,1,0,2045,0,0,0,84,21050,develop,149091
5,0,pipeline,0,1,0,2045,0,0,0,50,20000,develop,66149
5,0,pipeline,0,1,0,2045,0,0,0,50,20000,develop,66150
5,0,pipeline,0,1,0,2045,0,0,0,50,20000,develop,66151
5,0,pipeline,0,1,0,2045,0,0,0,50,20000,develop,66152
5,0,pipeline,0,1,0,2045,0,0,0,50,20000,develop,66153
7,0,pipeline,100,1,0,2045,0,0,0,19,7580,develop,66154
7,0,pipeline,100,1,0,2045,0,0,0,19,7580,develop,66155
7,0,pipeline,100,1,0,2045,0,0,0,19,7580,develop,66156
7,0,pipeline,100,1,0,2045,0,0,0,19,7580,develop,66157
7,0,pipeline,100,1,0,2045,0,0,0,19,7580,develop,66158
5,0,pipeline,0,1,0,2045,0,0,0,125,50000,develop,66294
5,0,pipeline,0,1,0,2045,0,0,0,125,50000,develop,66295
5,0,pipeline,0,1,0,2045,0,0,0,125,50000,develop,66296
7,0,pipeline,60,1,0,2045,0,0,0,922,256832,develop,66297
7,0,pipeline,97,1,0,2045,0,0,0,148,41226,develop,66298
7,0,pipeline,339,1,0,2045,0,0,0,1641,410136,develop,67490
7,0,pipeline,73,1,0,2045,0,0,0,1121,312437,develop,68590
7,0,pipeline,117,1,0,2045,0,0,0,180,50151,develop,68591
7,0,pipeline,117,1,0,2045,0,0,0,180,50151,develop,59594
5,0,pipeline,0,1,0,2045,0,0,0,185,46306,develop,68592
5,0,pipeline,0,1,0,2045,0,0,0,1256,326009,develop,68593
5,0,pipeline,0,1,0,2045,0,0,0,173,43306,develop,68594
5,0,pipeline,0,1,0,2045,0,0,0,143,35760,develop,68596
5,0,pipeline,0,1,0,2045,0,0,0,10,4113,develop,68643
5,0,pipeline,0,1,0,2045,0,0,0,10,4113,develop,68644
5,0,pipeline,0,1,0,2045,0,0,0,10,4113,develop,68645
5,0,pipeline,0,1,0,2045,0,0,0,10,4113,develop,68646
5,0,pipeline,0,1,0,2045,0,0,0,10,4113,develop,68647
5,0,pipeline,0,1,0,2045,0,0,0,10,4113,develop,68648
5,0,pipeline,0,1,0,2045,0,0,0,10,4113,develop,68649
5,0,pipeline,0,1,0,2045,0,0,0,73,29194,develop,68650
5,0,pipeline,0,1,0,2045,0,0,0,73,29194,develop,68651
5,0,pipeline,0,1,0,2045,0,0,0,73,29194,develop,68652
5,0,pipeline,0,1,0,2045,0,0,0,10,4113,develop,68653
5,0,pipeline,0,1,0,2045,0,0,0,73,29194,develop,68654
2,0,pipeline,24,1,0,2045,0,0,0,0,0,develop,59601
2,0,pipeline,25,1,0,2045,0,0,0,0,0,develop,68666
2,0,pipeline,25,1,0,2045,0,0,0,0,0,develop,68667
2,0,pipeline,25,1,0,2045,0,0,0,0,0,develop,68668
2,0,pipeline,25,1,0,2045,0,0,0,0,0,develop,68669
2,0,pipeline,22,1,0,2045,0,0,0,0,0,develop,68670
6,148250,pipeline,0,1,0,2045,0,0,0,99,148250,develop,489552
2,0,pipeline,370,1,0,2045,0,0,0,0,592000,develop,69254
4,21600,pipeline,0,1,0,2045,0,0,0,54,21600,develop,69258
5,300000,pipeline,0,1,0,2045,0,0,0,1000,300000,develop,69258
6,210000,pipeline,0,1,0,2045,0,0,0,300,210000,redevelop,565597
6,80000,pipeline,0,1,0,2045,0,0,0,80,80000,develop,726959
4,21600,pipeline,0,1,0,2046,0,0,0,54,21600,develop,69255
5,300000,pipeline,0,1,0,2046,0,0,0,1000,300000,develop,69255
6,40000,pipeline,0,1,0,2046,0,0,0,40,40000,develop,515449
6,40000,pipeline,0,1,0,2046,0,0,0,40,40000,develop,515450
6,40000,pipeline,0,1,0,2046,0,0,0,40,40000,develop,500939
6,40000,pipeline,0,1,0,2046,0,0,0,40,40000,develop,500940
6,80000,pipeline,0,1,0,2046,0,0,0,80,80000,develop,504823
6,40000,pipeline,0,1,0,2046,0,0,0,40,40000,develop,530342
6,40000,pipeline,0,1,0,2046,0,0,0,40,40000,develop,530343
4,21600,pipeline,0,1,0,2047,0,0,0,54,21600,develop,69257
5,300000,pipeline,0,1,0,2047,0,0,0,1000,300000,develop,69257
6,80000,pipeline,0,1,0,2047,0,0,0,80,80000,redevelop,531463
6,80000,pipeline,0,1,0,2047,0,0,0,80,80000,develop,585849
6,150000,pipeline,0,1,0,2047,0,0,0,150,150000,develop,503899
4,21600,pipeline,0,1,0,2048,0,0,0,54,21600,develop,69257
5,300000,pipeline,0,1,0,2048,0,0,0,1000,300000,develop,69257
6,150000,pipeline,0,1,0,2048,0,0,0,150,150000,develop,538207
6,40000,pipeline,0,1,0,2048,0,0,0,40,40000,develop,513891
6,40000,pipeline,0,1,0,2048,0,0,0,40,40000,develop,513892
6,40000,pipeline,0,1,0,2048,0,0,0,40,40000,develop,505025
6,40000,pipeline,0,1,0,2048,0,0,0,40,40000,develop,505026
6,80000,pipeline,0,1,0,2048,0,0,0,80,80000,develop,764136
4,21600,pipeline,0,1,0,2049,0,0,0,54,21600,develop,69255
5,300000,pipeline,0,1,0,2049,0,0,0,1000,300000,develop,69255
6,40000,pipeline,0,1,0,2049,0,0,0,40,40000,develop,528138
6,40000,pipeline,0,1,0,2049,0,0,0,40,40000,develop,791739
6,40000,pipeline,0,1,0,2049,0,0,0,40,40000,develop,507796
6,40000,pipeline,0,1,0,2049,0,0,0,40,40000,develop,507797
6,40000,pipeline,0,1,0,2049,0,0,0,40,40000,develop,527058
6,40000,pipeline,0,1,0,2049,0,0,0,40,40000,develop,527059
4,21600,pipeline,0,1,0,2050,0,0,0,54,21600,develop,69255
5,300000,pipeline,0,1,0,2050,0,0,0,1000,300000,develop,69255
