N,URBANSIMX,URBANSIMY
2797,1571544.524,7289007.375
2798,1574576.136,7273086.435
2799,1568764.765,7275605.186
2800,1570978.989,7275639.169
2801,1573226.531,7275950.995
2802,1574680.749,7276601.456
2803,1568683.342,7278471.889
2804,1571620.966,7278375.979
2805,1573667.595,7278533.502
2806,1574663.368,7278583.23
2807,1568450.292,7280812.999
2808,1570872.289,7280832.766
2809,1572735.632,7280980.69
2810,1574501.695,7281114.993
2811,1576119.529,7283743.496
2812,1578938.22,7283748.495
2813,1582140.423,7283715.595
2814,1575692.549,7286241.431
2815,1577158.752,7287005.829
2816,1579086.85,7286381.705
2817,1581673.977,7286329.55
2818,1579058.992,7289030.247
2819,1581217.331,7288946.543
2820,1584781.893,7283841.851
2821,1587137.773,7283745.991
2822,1589803.911,7283749.591
2823,1593423.718,7284194.708
2824,1584300.883,7286472.675
2825,1586930.349,7286442.96
2826,1589582.951,7286396.793
2827,1582314.081,7289318.382
2828,1585199.239,7289260.927
2829,1589042.683,7289384.215
2830,1591166.946,7288406.674
2831,1576338.624,7278392.59
2832,1579002.178,7278390.195
2833,1581836.17,7278388.175
2834,1584256.678,7278509.874
2835,1576315.155,7281112.173
2836,1578978.112,7281081.823
2837,1581813.986,7281095.837
2838,1584498.997,7280744.044
2839,1586019.399,7278862.313
2840,1587520.237,7278371.576
2841,1589858.902,7278343.003
2842,1592620.496,7278376.064
2843,1585143.706,7281153.678
2844,1587168.103,7281063.745
2845,1589829.901,7281061.23
2846,1592470.859,7281061.426
2847,1594708.469,7281360.11
2848,1580080.31,7270537.02
2849,1581695.043,7271236.442
2850,1584623.732,7268936.335
2851,1587289.427,7268690.003
2852,1584616.848,7270376.919
2853,1586776.071,7270236.659
2854,1588026.869,7270398.016
2855,1576414.999,7273079.919
2856,1579059.578,7273099.125
2857,1581901.002,7273091.729
2858,1584573.357,7273034.522
2859,1586941.31,7272711.91
2860,1576324.41,7275736.247
2861,1579025.401,7275745.885
2862,1581862.446,7275734.992
2863,1584483.048,7275620.525
2864,1586085.695,7275744.537
2865,1590092.987,7268963.74
2866,1588960.938,7270670.449
2867,1590497.215,7270603.664
2868,1591836.863,7269817.298
2869,1587965.744,7273151.143
2870,1589933.799,7272965.423
2871,1592396.776,7273037.747
2872,1587355.474,7275688.305
2873,1589901.26,7275632.837
2874,1592302.809,7275689.776
2875,1577865.773,7265662.802
2876,1580547.844,7265251.58
2877,1575395.917,7268572.021
2878,1578861.225,7267968.428
2879,1575478.8,7270193.637
2880,1571655.742,7272433.209
2881,1574791.077,7271062.773
2882,1577223.315,7270580.511
2883,1584959.305,7262745.158
2884,1583498.992,7265047.294
2885,1584872.71,7266658.536
2886,1587335.209,7265088.698
2887,1589512.346,7264861.446
2888,1590875.987,7266071.976
2889,1587722.52,7267011.984
2890,1581834.701,7267765.005
2891,1582944.981,7268118.24
2892,1584731.878,7268053.732
2893,1587555.696,7268055.341
2894,1590583.082,7267667.494
2895,1594497.355,7278314.052
2896,1596152.367,7278022.543
2897,1595731.744,7280752.858
2898,1596504.672,7279795.618
2899,1595304.914,7270150.925
2900,1596913.832,7270795.88
2901,1594952.455,7273748.619
2902,1596924.005,7272673.597
2903,1594208.808,7275675.393
2904,1597924.106,7265822.519
2905,1601618.953,7266535.372
2906,1597708.273,7268791.941
2907,1600838.131,7269537.179
2908,1598228.274,7273741.298
2909,1600290.953,7273750.502
2910,1597059.685,7277639.758
2911,1602121.473,7275840.865
2912,1577450.26,7256992.311
2913,1583311.847,7256362.552
2914,1586512.634,7256308.605
2915,1581358.657,7258773.477
2916,1583654.445,7258455.004
2917,1579831.539,7260123.503
2918,1579674.726,7262215.538
2919,1583560.436,7261352.291
2920,1587370.055,7257189.552
2921,1589773.435,7257577.272
2922,1586648.734,7258809.971
2923,1587396.233,7260103.954
2924,1589809.025,7259865.165
2925,1591655.599,7259247.924
2926,1587399.59,7262454.316
2927,1590014.884,7262246.431
2928,1591443.778,7262937.318
2929,1593103.304,7261745.897
2930,1594458.805,7261207.099
2931,1595660.538,7261142.837
2932,1591914.485,7264836.085
2933,1593012.463,7263742.926
2934,1594057.408,7263086.188
2935,1593880.795,7265437.723
2936,1595517.152,7263877.12
2937,1596490.502,7258918.161
2938,1596498.926,7261009.179
2939,1599501.868,7260254.391
2940,1596617.001,7263278.99
2941,1598727.964,7263435.834
2942,1601754.609,7260161.768
2943,1603998.122,7259904.543
2944,1601094.089,7263026.216
2945,1603392.942,7263353.225
2946,1579827.574,7249039.841
2947,1581925.713,7249077.743
2948,1584891.062,7249625.862
2949,1576486.614,7253352.823
2950,1579797.839,7252739.252
2951,1582178.175,7252693.101
2952,1584645.993,7252624.297
2953,1579127.001,7254865.316
2954,1583374.116,7254765.241
2955,1587065.872,7249378.447
2956,1589495.886,7247048.727
2957,1592176.457,7246620.068
2958,1594485.919,7245637.678
2959,1589452.195,7249700.734
2960,1591488.741,7249391.522
2961,1587047.211,7252507.117
2962,1589102.864,7252202.005
2963,1587160.101,7254733.287
2964,1588459.058,7255195.151
2965,1590638.21,7254382.387
2966,1592687.541,7254427.083
2967,1594399.405,7254414.194
2968,1595627.22,7254406.428
2969,1590529.459,7255134.028
2970,1592695.39,7255638.126
2971,1594408.979,7255629.485
2972,1595635.865,7255619.863
2973,1590686.431,7256955.935
2974,1592915.545,7257073.843
2975,1594423.567,7257061.136
2976,1595684.141,7257039.057
2977,1593026.094,7258791.631
2978,1594273.693,7259020.806
2979,1595663.06,7258912.925
2980,1596614.81,7254401.291
2981,1597589.844,7254395.981
2982,1598784.417,7254387.432
2983,1599975.68,7254568.439
2984,1601131.018,7255185.893
2985,1602714.043,7253891.969
2986,1596620.575,7255614.071
2987,1597595.302,7255609.734
2988,1598792.389,7255607.183
2989,1599981.171,7255957.564
2990,1596632.122,7257054.859
2991,1597606.906,7257040.678
2992,1598850.53,7257172.295
2993,1599993.06,7257498.334
2994,1601405.823,7256864.011
2995,1603097.397,7256232.938
2996,1594146.87,7249021.491
2997,1594801.097,7247790.908
2998,1595757.843,7247479.218
2999,1592606.2,7250319.742
3000,1594387.873,7250285.955
3001,1595847.755,7250006.605
3002,1591151.924,7252900.554
3003,1592673.396,7251747.854
3004,1594380.719,7251735.721
3005,1595620.475,7251688.495
3006,1592682.341,7253198.498
3007,1594755.25,7253308.055
3008,1595621.201,7253179.316
3009,1597096.56,7250143.302
3010,1600260.276,7249328.697
3011,1596603.171,7251725.009
3012,1597577.935,7251714.107
3013,1598978.266,7251671.686
3014,1596698.836,7253260.459
3015,1597576.156,7253124.872
3016,1598832.692,7253207.526
3017,1599124.692,7243761.698
3018,1602608.624,7242767.259
3019,1596890.493,7245780.107
3020,1596442.368,7248238.805
3021,1597324.593,7248342.244
3022,1598632.29,7247210.996
3023,1601217.206,7245819.923
3024,1601881.639,7246963.121
3025,1603030.105,7248562.606
3026,1604669.912,7248577.06
3027,1600227.879,7251830.005
3028,1601675.331,7251105.031
3029,1603376.385,7250901.179
3030,1600237.265,7253115.321
3031,1607196.08,7238393.017
3032,1605171.866,7242175.269
3033,1605934.607,7243978.484
3034,1603855.836,7246311.136
3035,1602855.566,7236132.722
3036,1606031.384,7236006.567
3037,1602785.787,7239098.589
3038,1605028.736,7238310.098
3039,1608779.356,7232845.329
3040,1610583.856,7233161.86
3041,1612665.005,7233011.186
3042,1608341.127,7235327.108
3043,1610482.793,7235326.992
3044,1610530.224,7237050.175
3045,1585592.423,7228220.585
3046,1589859.386,7228356.054
3047,1593113.651,7228063.153
3048,1595426.226,7228256.698
3049,1593133.622,7230921.711
3050,1595938.527,7231104.909
3051,1597709.918,7228454.207
3052,1601107.502,7228549.652
3053,1598277.281,7230730.851
3054,1601064.419,7230924.483
3055,1598706.151,7233872.788
3056,1601034.42,7233611.115
3057,1601199.5,7236262.064
3058,1602774.329,7228750.814
3059,1606062.208,7228472.681
3060,1602810.75,7230861.037
3061,1605909.891,7230820.249
3062,1602945.618,7233721.464
3063,1605961.949,7233392.427
3064,1608685.855,7226552.718
3065,1610511.893,7226379.136
3066,1608477.439,7228459.955
3067,1610519.934,7228448.499
3068,1608477.457,7230491.783
3069,1610530.776,7230485.126
3070,1612529.326,7228441.431
3071,1614826.231,7228429.05
3072,1618077.087,7228287.065
3073,1612880.673,7230486.766
3074,1615669.96,7230243.949
3075,1595555.06,7225779.668
3076,1597951.233,7226184.811
3077,1600141.669,7223549.041
3078,1602661.283,7223006.632
3079,1600191.86,7226451.077
3080,1602720.288,7226174.507
3081,1604046.263,7226152.447
3082,1606128.415,7226157.979
3083,1604933.787,7223381.103
3084,1607920.626,7223348.06
3085,1604329.999,7219917.135
3086,1607408.307,7220183.232
3087,1604787.312,7216886.637
3088,1606566.369,7216157.24
3089,1608975.958,7219235.017
3090,1610037.104,7223087.731
3091,1611332.133,7220292.507
3092,1612367.613,7221677.923
3093,1611020.019,7224550.907
3094,1612337.559,7224083.276
3095,1612515.962,7226284.635
3096,1615101.307,7225810.554
3097,1618374.639,7226199.321
3098,1621695.564,7224703.747
3099,1620432.842,7223258.525
3100,1617192.026,7224103.163
3101,1614948.626,7223791.912
3102,1614322.957,7222296.862
3103,1617044.228,7222307.207
3104,1617117.739,7220455.354
3105,1614292.855,7220191.345
3106,1610891.446,7217847.52
3107,1614409.522,7217540.295
3108,1617044.219,7217647.023
3109,1619633.842,7218171.596
3110,1621252.591,7221011.71
3111,1621104.247,7221926.025
3112,1623878.324,7218480.985
3113,1621239.476,7213749.312
3114,1617072.794,7214903.585
3115,1614411.531,7214852.502
3116,1612005.657,7214387.541
3117,1609035.581,7214772.656
3118,1611536.404,7212193.561
3119,1614429.686,7212210.746
3120,1617087.721,7212251.964
3121,1617060.316,7209541.033
3122,1620294.667,7209019.967
3123,1617615.659,7199451.686
3124,1616232.679,7202338.397
3125,1615454.409,7206821.221
3126,1614434.878,7209539.383
3127,1612283.596,7209258.166
3128,1586501.059,7224574.951
3129,1590029.826,7224837.241
3130,1593282.325,7224892.661
3131,1589175.029,7221553.223
3132,1596137.484,7221200.273
3133,1595627.208,7222878.967
3134,1598255.858,7223228.378
3135,1598274.58,7219907.509
3136,1594928.545,7216994.059
3137,1592767.907,7215798.537
3138,1591544.245,7212222.159
3139,1594518.302,7214020.979
3140,1596408.48,7215320.434
3141,1598220.602,7216701.013
3142,1600881.14,7219889.202
3143,1601442.815,7216602.545
3144,1600255.197,7215050.273
3145,1601451.018,7213980.529
3146,1603928.997,7214770.197
3147,1602982.135,7212268.285
3148,1601437.914,7211279.342
3149,1600275.804,7211784.858
3150,1599848.603,7212918.322
3151,1598572.755,7214201.259
3152,1597952.875,7212981.623
3153,1597925.174,7211605.991
3154,1596478.232,7212032.204
3155,1594919.406,7211632.574
3156,1591586.328,7210247.57
3157,1590258.194,7208907.685
3158,1588666.019,7209581.324
3159,1586658.269,7208293.402
3160,1588442.405,7207332.05
3161,1591113.827,7206863.241
3162,1593199.894,7206491.016
3163,1593113.591,7209318.826
3164,1594964.207,7209817.925
3165,1595081.462,7207079.371
3166,1596329.623,7207609.093
3167,1596424.011,7209727.544
3168,1597942.887,7209720.133
3169,1600096.625,7209700.693
3170,1600130.324,7207978.433
3171,1598111.998,7208052.028
3172,1597836.006,7205632.446
3173,1600034.046,7205678.46
3174,1601785.285,7205026.144
3175,1601899.732,7207469.739
3176,1602173.249,7209448.102
3177,1604987.37,7209526.181
3178,1605551.608,7212183.22
3179,1607939.245,7214244.626
3180,1607530.884,7212290.047
3181,1609205.371,7211570.916
3182,1610255.543,7209326.96
3183,1607922.455,7209413.319
3184,1607515.528,7206845.552
3185,1610933.364,7206710.887
3186,1611589.636,7204275.716
3187,1614037.982,7203192.859
3188,1611834.924,7201568.624
3189,1609262.13,7199860.444
3190,1609050.793,7202374.104
3191,1609482.482,7203738.6
3192,1607399.938,7204988.422
3193,1606372.842,7203220.567
3194,1606689.338,7200578.914
3195,1604402.469,7206901.588
3196,1603498.28,7204398.946
3197,1604376.208,7201390.673
3198,1601617.004,7202682.214
3199,1581045.086,7201410.568
3200,1583421.217,7201171.538
3201,1584057.72,7203486.48
3202,1585398.466,7205916.703
3203,1590585.751,7205259.286
3204,1590615.827,7203232.446
3205,1587793.265,7203234.829
3206,1585501.352,7201093.795
3207,1587703.097,7200941.607
3208,1591140.325,7200933.611
3209,1593293.63,7202713.029
3210,1594782.926,7203458.961
3211,1596326.168,7205602.294
3212,1595826.811,7200270.369
3213,1599036.638,7203166.576
3214,1600491.416,7200534.705
3215,1597505.642,7198771.707
3216,1600247.791,7196924.999
3217,1598454.627,7195757.813
3218,1602247.547,7195319.703
3219,1603755.014,7198035.656
3220,1606246.795,7197291.582
3221,1610832.894,7198683.42
3222,1614923.044,7197660.849
3223,1612036.029,7196680.915
3224,1608841.913,7196779.709
3225,1576604.367,7226876.758
3226,1580866.122,7223746.725
3227,1583873.524,7224570.88
3228,1582448.335,7221095.672
3229,1586121.391,7221144.431
3230,1583521.719,7218082.771
3231,1586159.79,7218012.726
3232,1589915.263,7218060.66
3233,1590797.967,7215618.682
3234,1588636.231,7215448.97
3235,1588870.457,7212204.088
3236,1585606.259,7214954.532
3237,1585627.18,7212552.481
3238,1586323.195,7210099.769
3239,1577269.821,7222138.749
3240,1577617.365,7219869.728
3241,1580429.12,7219997.171
3242,1580743.542,7217199.596
3243,1577487.967,7217210.769
3244,1577545.695,7214539.741
3245,1581017.598,7214575.728
3246,1582887.371,7211813.177
3247,1554680.083,7212923.11
3248,1563228.782,7213200.077
3249,1579946.282,7211924.586
3250,1577297.986,7211909.655
3251,1565725.643,7218020.56
3252,1569326.749,7218890.739
3253,1572031.17,7219982.604
3254,1574674.124,7222688.564
3255,1574650.727,7219856.271
3256,1571974.659,7217202.638
3257,1574649.316,7217198.038
3258,1574644.565,7214549.633
3259,1571969.928,7214550.955
3260,1569305.287,7214526.078
3261,1566581.84,7214454.923
3262,1566573.846,7211799.948
3263,1569300.536,7211877.681
3264,1571958.612,7211902.518
3265,1574633.247,7211901.192
3266,1577293.319,7209244.841
3267,1579948.195,7209256.525
3268,1583335.381,7209217.555
3269,1582453.762,7206548.438
3270,1579951.973,7206257.018
3271,1577287.309,7206235.438
3272,1577289.143,7203580.51
3273,1579898.23,7202981.522
3274,1577259.72,7201230.611
3275,1574618.663,7209249.454
3276,1571947.33,7209247.519
3277,1569289.311,7209212.841
3278,1566582.238,7209148.349
3279,1566399.138,7206118.272
3280,1569260.428,7206186.911
3281,1571921.856,7206198.633
3282,1574589.702,7206236.643
3283,1574515.524,7203676.461
3284,1574459.812,7201332.98
3285,1571748.845,7201376.776
3286,1571781.898,7203664.337
3287,1568814.989,7202247.409
3288,1566116.792,7202277.168
3289,1561743.957,7201574.538
3290,1558053.662,7201280.787
3291,1556176.083,7207653.443
3292,1557757.087,7193129.747
3293,1561272.678,7190465.082
3294,1561247.64,7193162.514
3295,1561209.38,7195876.281
3296,1561174.638,7198547.407
3297,1563717.376,7198653.624
3298,1563792.014,7195890.831
3299,1563813.809,7193186.813
3300,1563848.265,7190564.911
3301,1566594.908,7190593.504
3302,1566396.242,7193237.457
3303,1566407.542,7195892.439
3304,1566329.161,7198737.258
3305,1569027.215,7198654.007
3306,1571702.449,7198544.373
3307,1574396.766,7198543.141
3308,1576727.341,7198350.545
3309,1574319.556,7195937.002
3310,1571737.167,7195876.515
3311,1569046.1,7195884.33
3312,1569304.04,7193204.606
3313,1572439.16,7193499.226
3314,1569667.987,7190599.234
3315,1569151.093,7188130.045
3316,1565802.798,7187926.902
3317,1561554.078,7188053.134
3318,1557601.791,7186162.085
3319,1561750.933,7185374.551
3320,1565923.199,7185295.786
3321,1565054.769,7182451.272
3322,1561829.535,7182094.664
3323,1558158.339,7180537.863
3324,1561601.1,7178932.988
3325,1561501.991,7175165.243
3326,1584280.768,7188743.694
3327,1583701.866,7191310.049
3328,1581502.182,7189722.43
3329,1579713.406,7192033.228
3330,1581127.213,7194537.928
3331,1581802.763,7199055.269
3332,1579782.763,7197898.719
3333,1578056.151,7195587.207
3334,1576815.139,7193929.501
3335,1574025.117,7191476.283
3336,1576340.555,7192310.452
3337,1572316.233,7187942.161
3338,1570533.773,7185655.773
3339,1569816.385,7183632.105
3340,1567034.288,7182385.69
3341,1568439.948,7181725.617
3342,1565964.554,7179373.229
3343,1565852.699,7176826.882
3344,1578222.051,7189826.225
3345,1576442.633,7188731.021
3346,1574411.302,7185842.664
3347,1576673.58,7187238.676
3348,1579734.98,7187677.803
3349,1581591.352,7186122.854
3350,1579035.351,7185774.619
3351,1576636.433,7185777.853
3352,1573154.321,7184001.732
3353,1573810.438,7181820.314
3354,1571022.093,7182451.182
3355,1569926.533,7180850.303
3356,1568721.146,7179376.91
3357,1571975.757,7179485.181
3358,1569916.333,7177883.904
3359,1567893.777,7177042.087
3360,1569839.93,7176378.739
3361,1571976.092,7177699.283
3362,1574290.324,7178648.692
3363,1576453.987,7179145.762
3364,1576309.845,7182071.026
3365,1576088.18,7184257.211
3366,1578697.4,7184133.012
3367,1578364.512,7181452.055
3368,1585831.406,7174613.068
3369,1583352.13,7176934.581
3370,1582330.185,7179625.872
3371,1581610.069,7182795.269
3372,1582435.681,7184793.564
3373,1576204.138,7176453.033
3374,1573798.618,7175324.748
3375,1570255.469,7174435.489
3376,1567908.078,7174444.525
3377,1567912.204,7171884.581
3378,1570126.321,7171929.772
3379,1572975.108,7172001.623
3380,1583445.799,7195407.519
3381,1586026.661,7196324.531
3382,1584430.568,7198395.668
3383,1587779.797,7198536.463
3384,1590221.07,7199091.875
3385,1593365.688,7198479.3
3386,1590587.995,7196963.897
3387,1593679.298,7196077.215
3388,1593043.089,7193338.158
3389,1590660.217,7193586.684
3390,1588520.173,7194103.687
3391,1586081.256,7194204.822
3392,1586448.756,7191299.253
3393,1587950.574,7189756.042
3394,1591285.494,7190081.389
3395,1588353.171,7187850.555
3396,1584454.365,7187005.401
3397,1585088.062,7185246.606
3398,1584811.79,7183020.025
3399,1585406.832,7180499.706
3400,1588586.782,7181534.088
3401,1588449.66,7185137.167
3402,1595838.79,7189075.788
3403,1593596.489,7187439.483
3404,1591369.536,7185663.018
3405,1591724.402,7188282.846
3406,1593698.868,7189679.467
3407,1595430.489,7192429.872
3408,1596240.84,7195953.059
3409,1598582.201,7192790.282
3410,1601250.63,7192818.016
3411,1603964.901,7193658.769
3412,1601316.827,7188565.06
3413,1598530.51,7189464.461
3414,1598773.1,7186266.291
3415,1601400.993,7184443.41
3416,1599262.379,7179022.796
3417,1591563.205,7182840.888
3418,1593585.624,7183950.956
3419,1595998.228,7185174.607
3420,1596087.895,7181151.184
3421,1593490.903,7180400.575
3422,1590077.417,7179629.326
3423,1585665.212,7177272.614
3424,1588216.885,7177330
3425,1591053.267,7177378.247
3426,1590318.788,7175178.232
3427,1590458.249,7172676.872
3428,1595158.37,7170007.65
3429,1597367.251,7174281.968
3430,1557644.404,7172250.76
3431,1561428.126,7171815.323
3432,1564961.318,7174789.165
3433,1565088.995,7172056.363
3434,1556009.858,7168761.936
3435,1559301.438,7168810.824
3436,1561522.489,7168779.595
3437,1564079.98,7169106.067
3438,1565950.97,7169322.88
3439,1564994.459,7166483.402
3440,1568768.047,7169417.411
3441,1570990.609,7167835.75
3442,1567709.927,7166273.311
3443,1566199.084,7161609.347
3444,1555477.754,7165620
3445,1558571.826,7166902.457
3446,1559165.374,7163850.91
3447,1555007.642,7163824.605
3448,1557402.149,7162035.177
3449,1559600.131,7161183.289
3450,1561368.028,7166245.047
3451,1564125.658,7164166.612
3452,1561684.413,7163369.469
3453,1561659.119,7161163.487
3454,1563920.264,7161419.644
3455,1561697.856,7158789.285
3456,1564090.347,7158602.385
3457,1566616.792,7157517.198
3458,1562744.592,7155863.916
3459,1558333.587,7152934.766
3460,1559317.016,7156360.264
3461,1558645.271,7158588.735
3462,1556585.541,7158467.037
3463,1555837.45,7160505.128
3464,1554129.479,7158578.998
3465,1553547.454,7155228.148
3466,1556749.587,7155889.007
3467,1555997.569,7153109.918
3468,1553059.507,7152374.986
3469,1553310.117,7149808.48
3470,1550722.42,7149532.221
3471,1549431.806,7150614.239
3472,1551481.233,7153810.165
3473,1549874.007,7154384.579
3474,1550538.415,7157829.694
3475,1552398.679,7161896.297
3476,1549326.344,7161724.511
3477,1546596.702,7158922.239
3478,1543109.421,7159160.759
3479,1547720.525,7163587.05
3480,1551026.385,7165544.212
3481,1545992.927,7165711.892
3482,1542127.908,7167087.324
3483,1548162.587,7171479.13
3484,1542074.113,7184102.306
3485,1541969.539,7202654.535
3486,1527405.619,7156188.839
3487,1525982.155,7150044.221
3488,1530157.224,7149804.772
3489,1534983.769,7143961.781
3490,1521990.17,7147965.985
3491,1509396.746,7144661.453
3492,1509328.343,7154622.757
3493,1518355.717,7154487.375
3494,1513191.71,7168138.846
3495,1509501.556,7173553.312
3496,1510494.824,7201123.237
3497,1474624.45,7247128.953
3498,1501246.962,7121131.294
3499,1582838.661,7329929.278
3500,1598390.6,7346510.416
3501,1601999.683,7329355.739
3502,1599812.039,7287154.356
3503,1605575.405,7287767.722
3504,1611585.162,7291967.829
3505,1620709.924,7300015.819
3506,1620014.562,7297314.141
3507,1629340.719,7292718.636
3508,1616478.809,7309614.844
3509,1614371.455,7321257.044
3510,1640125.954,7227296.567
3511,1641207.675,7245161.489
3512,1642809.16,7256741.774
3513,1649234.193,7230567.4
3514,1666847.348,7240083.368
3515,1637453.605,7178524.354
3516,1623679.51,7179221.553
3517,1653225.142,7188367.781
3518,1632179.915,7149908.147
3519,1632458.898,7121889.505
3520,1583947.243,7169968.163
3521,1586033.302,7159070.938
3522,1600318.322,7146337.682
3523,1565586.808,7251796.329
3524,1517971.363,7263761.929
3525,1548735.093,7199537.333
3526,1497256.747,7318048.441
3527,1453724.214,7265166.72
3528,1487387.971,7165347.558
3529,1489324.316,7139910.857
3530,1533449.313,7136596.954
3531,1541145.624,7335630.609
3532,1606202.733,7359652.274
3533,1588525.472,7318787.16
3534,1603066.794,7300427.273
3535,1608787.49,7277365.749
3536,1693179.5,7238159.798
3537,1634489.908,7216229.769
3538,1675106.296,7210358.541
3539,1618079.769,7180736.554
3540,1595689.864,7165622.834
3541,1588552.617,7136505.235
3542,1576752.222,7131223.184
3543,1605570.551,7131922.304
3544,1648793.493,7153940.2
3545,1714889.907,7147244.057
3546,1764418.799,7125017.899
3601,1470553.731,7713235.721
3602,1476766.361,7732963.854
3603,1480700.831,7750416.848
3604,1482343.684,7751549.106
3605,1488169.18,7753842.669
3606,1515473.404,7731019.706
3607,1530704.947,7650132.006
3608,1531896.754,7622104.516
3609,1542178.363,7583701.616
3610,1451953.141,7345962.172
3611,1438263.094,7431636.489
3612,1437787.503,7432056.376
3613,1597772.58,7470511.856
3614,1603452.413,7441866.458
3615,1624759.22,7390476.392
3616,1531205.075,7132511.097
3617,1471026.742,7154285.348
3618,1451081.007,7253880.738
3619,1609950.666,7326042.901
3620,1625160.374,7302578.313
3621,1717069.464,7222747.804
3622,1713522.826,7181744.294
3623,1793702.572,7106410.395
3624,1742995.115,7102862.342
3625,1680553.119,7099857.621
3626,1638794.898,7099686.198
3627,1585481.924,7099887.441
3628,1552996.033,7146436.041
3629,1552986.557,7146887.489
10001,1522981.804,7330367.249
10002,1522857.472,7333058.751
10003,1520123.143,7336085.798
10004,1520042.624,7338684.537
10005,1520626.227,7339928.409
10006,1523319.157,7346472.971
10007,1528017.903,7355031.923
10008,1528037.993,7356957.694
10009,1527922.716,7361825.282
10010,1529117.685,7374036.294
10011,1528013.66,7378622.057
10012,1528608.119,7383831.176
10013,1527408.993,7392785.582
10014,1529241.263,7402461.079
10015,1529374.639,7405745.204
10016,1530533.893,7409328.794
10017,1530307.494,7416286.518
10018,1527199.924,7428529.365
10019,1527111.441,7446728.275
10020,1526465.077,7448484.128
10021,1528190.429,7449983.253
10022,1528014.933,7454284.508
10023,1524130.181,7461420.335
10024,1524820.151,7474960.904
10025,1528903.465,7490106.131
10026,1532000.658,7498000.346
10027,1532061.304,7503979.454
10028,1532082.473,7504896.537
10029,1532199.419,7520801.071
10030,1519743.594,7536317.238
10031,1528697.825,7528856.498
10032,1530206.949,7527382.562
10033,1516343.871,7545624.577
10034,1501228.018,7563640.406
10035,1512124.954,7554095.01
10036,1498678.917,7567927.569
10037,1492942.42,7578225.644
10038,1492809.811,7584468.359
10039,1492761.109,7587724.769
10040,1490333.499,7596759.785
10041,1490634.941,7599766.137
10042,1491882.7,7602393.158
10043,1499024.149,7610053.641
10044,1505972.827,7610160.106
10045,1508020.761,7612358.976
10046,1508387.135,7614766.828
10047,1505678.288,7620069.693
10048,1505827.714,7628054.782
10049,1505428.349,7634392.642
10050,1500202.266,7645484.682
10051,1494260.293,7657222.009
10052,1492434.929,7661288.728
10053,1491551.835,7664322.732
10054,1491932.427,7675554.206
10055,1489751.83,7682383.676
10056,1489083.266,7690167.743
10057,1488847.712,7700350.476
10058,1491925.332,7710884.826
10059,1495278.344,7719392.178
15001,1498196.3,7355145.454
15002,1498201.259,7355424.436
15003,1502302.03,7355113.266
15004,1503724.858,7355370.861
15005,1498164.166,7361872.985
15006,1495810.518,7364255.165
15007,1525512.693,7335180.783
15008,1497977.055,7365872.45
15009,1504907.847,7359188.218
15010,1526160.781,7338539.069
15011,1497766.333,7367131.458
15012,1495594.205,7370146.615
15013,1494741.384,7371361.318
15014,1494708.877,7372532.984
15015,1510388.678,7359214.092
15016,1494827.237,7377232.201
15017,1515599.414,7359216.468
15018,1529323.247,7347860.279
15019,1529322.022,7348571.895
15020,1532124.839,7345826.088
15021,1531662.387,7346348.537
15022,1529316.637,7349511.906
15023,1519908.553,7359205.108
15024,1500505.44,7381016.317
15025,1522642.083,7359250.333
15026,1527482.139,7355366.112
15027,1528250.966,7354641.946
15028,1527255.532,7357110.766
15029,1525023.069,7360681.762
15030,1503564.607,7383655.129
15031,1527102.796,7360749.761
15032,1504114.067,7383688.008
15033,1505648.771,7384321.274
15034,1501515.98,7390170.403
15035,1540853.816,7351698.094
15036,1509535.936,7385784.424
15037,1543075.188,7353499.437
15038,1536183.331,7360762.444
15039,1544097.893,7354863.994
15040,1539203.529,7360779.479
15041,1540219.459,7360384.412
15042,1513455.878,7387257.608
15043,1544195.478,7357309.566
15044,1537039.121,7364436.581
15045,1542413.028,7360367.759
15046,1535293.085,7367562.101
15047,1500702.091,7404371.363
15048,1500510.076,7406362.376
15049,1494737.324,7412577.75
15050,1519327.88,7389421.388
15051,1533577.839,7376887.633
15052,1522633.108,7390503.761
15053,1533119.267,7380731.412
15054,1523142.483,7390956.318
15055,1523312.773,7391590.71
15056,1533299.094,7383705.873
15057,1523748.369,7393457.356
15058,1494748.707,7423076.716
15059,1525587.17,7393868.339
15060,1527147.905,7394123.469
15061,1533306.504,7388697.743
15062,1531342.148,7391285.747
15063,1529846.515,7394545.962
15064,1527380.813,7396993.231
15065,1527671.606,7397789.138
15066,1494791.91,7432604.484
15067,1529081.521,7399159.267
15068,1529960.938,7399755.083
15069,1513227.936,7421634.609
15070,1513579.096,7421636.64
15071,1513593.295,7425424.131
15072,1515943.274,7425411.466
15073,1531155.548,7410585.914
15074,1516048.35,7425970.012
15075,1517615.552,7427948.274
15076,1494864.116,7450685.387
15077,1531133.697,7415515.342
15078,1518418.762,7428100.609
15079,1519875.753,7428138.571
15080,1530421.845,7419439.794
15081,1522281.842,7428641.498
15082,1500517.679,7450353.941
15083,1522683.41,7429008.123
15084,1522780.901,7429743.858
15085,1522925.646,7431388.986
15086,1530367.811,7424254.194
15087,1506153.816,7449635.087
15088,1523735.88,7432598.173
15089,1507716.248,7448472.468
15090,1510475.827,7448012.583
15091,1526414.4,7432531.603
15092,1527817.923,7432168.844
15093,1506591.829,7453647.853
15094,1530408.949,7432067.863
