parcel_id,building_type_id,year_built,building_sqft,residential_units,job_spaces,county_id,DEVTYPE,note,unit_price_non_residential,res_price_per_sqft,residential_price,non_residential_price,stories,non_residential_sqft
591900,1,2024,4663,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591906,1,2025,93,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591915,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591920,1,2024,2394,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591932,2,2025,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591933,1,2025,1984,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591935,1,2025,717,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591936,1,2025,2010,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591942,1,2024,1951,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
591955,1,2025,2037,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592001,1,2024,2265,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592005,1,2024,3340,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592013,1,2025,820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592014,1,2025,2176,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592017,1,2024,3379,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592019,1,2025,17328,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592024,2,2024,1887,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592038,1,2025,3678,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592042,1,2024,2805,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592044,1,2025,1958,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592045,1,2024,820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592050,1,2024,3430,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592053,1,2025,700,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592073,1,2024,2384,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592085,2,2024,1553,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592086,2,2024,1318,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592087,1,2025,9480,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592094,1,2024,2962,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592096,1,2024,5000,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592104,1,2024,2155,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592108,1,2025,8138,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592123,1,2024,4394,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592124,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592126,1,2024,4279,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592137,1,2024,8673,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592140,2,2024,1848,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592164,1,2024,2049,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592167,1,2025,2463,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592177,1,2025,2993,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592180,1,2025,2534,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592181,1,2025,3543,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592192,1,2025,839,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592193,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592204,1,2025,7485,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592229,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592245,1,2025,1922,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592249,1,2025,1298,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592258,1,2025,1904,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592268,1,2025,839,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592270,2,2025,1302,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592278,1,2024,2534,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592282,4,2024,9723,0,0,49,develop,assessor or aerials,0,0,0,0,1,9723
592291,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592295,2,2024,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592297,2,2025,1015,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592311,2,2025,1708,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592315,1,2025,5231,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592328,1,2025,1914,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592350,1,2024,4528,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592355,1,2024,4998,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592360,1,2025,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592366,2,2024,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592373,1,2024,1531,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592378,2,2025,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592383,1,2024,6242,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592384,1,2025,1836,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592401,5,2024,1594,0,0,49,develop,assessor or aerials,0,0,0,0,1,1594
592403,1,2025,718,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592414,1,2024,2280,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592415,1,2025,861,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592417,1,2025,2649,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592423,1,2024,4697,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592431,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592432,2,2024,1860,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592437,1,2025,4353,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592440,1,2025,3001,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592445,1,2024,28597,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592446,2,2024,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592449,1,2024,4184,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592450,1,2024,1630,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592456,1,2026,4683,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592460,2,2024,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592470,1,2024,820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592471,1,2025,2020,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592475,1,2024,2412,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592479,3,2024,34214,0,0,49,develop,assessor or aerials,0,0,0,0,1,34214
592480,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592482,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592484,1,2024,4441,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592487,1,2025,4026,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592497,1,2025,1744,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592501,1,2025,44281,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592516,1,2025,740,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592521,1,2024,2104,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592525,2,2024,9611,11,0,49,develop,assessor or aerials,0,0,0,0,1,0
592532,1,2024,538,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592542,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592544,1,2024,4155,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592547,1,2024,2735,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592562,1,2025,2511,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592566,1,2025,2461,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592567,1,2024,3558,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592569,1,2025,1196,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592573,1,2024,24949,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592576,1,2024,2511,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592583,1,2025,4191,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592584,1,2024,2384,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592585,1,2024,1927,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592593,1,2024,5855,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592595,1,2025,2452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592611,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592613,1,2024,3425,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592630,1,2025,1392,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592641,1,2024,3624,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592644,1,2025,6208,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592655,1,2025,1174,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592658,2,2024,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592662,2,2024,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592664,1,2024,3127,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592687,1,2024,4669,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592692,2,2024,1846,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592705,1,2024,3477,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592712,1,2024,509,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592713,1,2025,2409,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592720,1,2026,1002,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592724,1,2024,2484,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592732,1,2024,2291,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592734,5,2026,1027,0,0,49,develop,assessor or aerials,0,0,0,0,1,1027
592738,1,2025,7270,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592739,2,2024,1341,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592745,1,2024,4271,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592747,2,2025,1036,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592756,1,2025,4880,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592759,1,2025,3758,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592761,2,2026,1202,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592765,2,2025,1374,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592775,2,2025,3161,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592782,1,2025,4385,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592784,1,2024,1739,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592788,1,2024,10561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592789,1,2025,4172,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592794,1,2025,4011,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592817,2,2024,1062,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592819,1,2024,5242,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592824,1,2025,2372,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592834,1,2025,10148,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592836,1,2024,3064,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592840,1,2024,2214,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592854,2,2024,1443,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592858,1,2024,3530,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592860,1,2025,3047,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592864,1,2025,3265,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592866,1,2025,3522,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592870,1,2024,5158,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592872,1,2024,1148,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592875,1,2024,1013,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592878,1,2024,3120,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592881,1,2026,19108,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592882,1,2024,1502,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592884,1,2025,3980,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592885,2,2025,952,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592886,1,2024,2359,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592887,1,2025,12669,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592902,2,2025,1491,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592904,1,2024,15080,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592907,1,2024,3099,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592914,1,2025,4778,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592916,1,2024,3440,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592918,2,2024,1341,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592922,2,2024,1341,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592925,1,2025,882,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592935,1,2025,1030,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592938,2,2024,2261,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592953,2,2024,1295,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592956,1,2025,2326,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592959,2,2025,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592962,2,2025,1036,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592963,2,2025,952,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592973,1,2024,2582,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592974,1,2025,3820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592978,1,2024,3654,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592982,1,2025,875,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
592986,1,2025,3291,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593008,2,2024,2233,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593011,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593014,1,2025,3208,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593016,2,2024,2222,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593021,1,2025,305,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593023,2,2026,4835,3,0,49,develop,assessor or aerials,0,0,0,0,1,0
593028,2,2024,2268,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593039,5,2026,1020,0,0,49,develop,assessor or aerials,0,0,0,0,1,1020
593043,1,2024,2290,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593044,1,2025,305,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593047,3,2024,43297,0,0,49,develop,assessor or aerials,0,0,0,0,1,43297
593055,1,2025,1002,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593069,1,2024,1030,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593074,1,2024,2859,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593076,2,2024,2233,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593079,2,2024,2233,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593081,1,2024,2376,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593082,1,2025,1738,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593089,1,2025,99,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593091,2,2024,2207,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593092,1,2024,1176,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593098,1,2024,1176,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593099,2,2026,1538,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593100,1,2025,1856,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593104,2,2025,1092,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593107,2,2024,2727,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593117,1,2024,2381,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593118,2,2024,1337,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593120,1,2025,3017,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593125,2,2025,1295,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593141,1,2024,5423,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593142,1,2024,2221,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593143,2,2025,952,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593144,2,2025,933,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593146,2,2025,1092,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593147,1,2025,4375,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593148,2,2025,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593149,1,2024,2339,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593150,2,2024,1443,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593152,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593161,1,2026,1176,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593163,1,2025,2658,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593164,1,2025,9230,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593169,2,2024,1341,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593174,1,2024,3822,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593177,1,2024,1531,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593178,1,2025,6140,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593180,1,2024,1524,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593187,1,2025,3265,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593192,1,2025,2637,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593193,2,2024,1443,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593197,1,2024,3288,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593198,1,2026,1002,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593200,1,2025,1030,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593206,1,2024,2825,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593214,1,2024,41797,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593215,1,2024,4628,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593216,1,2025,5039,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593218,1,2025,9136,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593219,1,2025,3742,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593221,2,2025,1846,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593224,1,2025,20602,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593226,2,2024,2267,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593229,2,2024,1341,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593244,2,2025,952,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593250,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593251,2,2024,1341,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593255,2,2024,6653,8,0,49,develop,assessor or aerials,0,0,0,0,1,0
593256,1,2025,2109,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593261,1,2025,4191,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593263,2,2024,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593270,1,2024,2800,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593277,1,2024,1176,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593284,1,2025,4202,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593288,1,2024,4758,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593291,2,2025,1295,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593294,1,2025,3798,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593300,1,2024,3159,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593301,1,2024,2934,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593305,2,2024,1341,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593309,2,2025,1015,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593312,1,2024,12378,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593313,1,2024,4264,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593318,2,2024,1062,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593320,1,2025,3930,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593326,2,2024,2268,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593331,2,2024,1337,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593333,1,2025,305,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593336,2,2024,1500,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593342,1,2024,2473,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593347,1,2025,3353,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593349,2,2025,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593356,2,2024,1455,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593368,1,2024,3546,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593371,1,2025,5391,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593376,1,2024,2137,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593380,1,2025,4235,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593381,1,2024,13288,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593385,1,2025,6034,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593394,1,2024,2612,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593396,1,2025,8922,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593402,1,2024,3512,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593407,1,2025,526,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593413,2,2024,2144,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593417,1,2025,3237,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593422,1,2025,4858,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593423,2,2024,2261,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593424,2,2024,1337,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593427,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593429,1,2024,1176,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593430,2,2025,1846,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593432,2,2025,1092,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593434,2,2024,1348,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593436,1,2024,1002,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593443,2,2025,4247,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593447,1,2025,7428,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593448,1,2024,1276,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593449,1,2024,12044,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593451,1,2024,3440,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593461,2,2025,952,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593464,2,2025,1092,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593467,1,2024,3440,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593470,2,2025,1092,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593472,1,2025,2196,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593473,1,2024,4078,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593480,1,2024,94,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593482,1,2025,3328,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593483,2,2025,2274,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593498,2,2024,1510,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593500,1,2024,1176,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593501,1,2025,4033,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593513,1,2024,12472,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593518,1,2025,1739,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593519,1,2024,1943,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593531,2,2025,2055,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593532,1,2024,3226,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593536,2,2025,1031,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593539,1,2024,3081,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593551,1,2024,1647,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593556,1,2024,2102,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593557,1,2025,1061,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593560,1,2025,7752,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593563,1,2024,3151,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593572,2,2024,1295,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593573,1,2024,2980,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593576,1,2024,1528,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593578,1,2024,157150,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593585,1,2025,2140,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593586,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593590,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593591,2,2025,1084,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593592,2,2024,1817,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593594,1,2024,8,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593595,2,2025,333,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593596,3,2025,5800,0,0,49,develop,assessor or aerials,0,0,0,0,1,5800
593601,2,2024,970,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593608,2,2025,333,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593614,1,2025,2342,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593617,2,2025,1237,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593619,2,2024,970,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593625,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593628,2,2025,2904,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593632,1,2025,3270,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593634,1,2024,2620,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
593635,8,2024,151,0,0,49,develop,assessor or aerials,0,0,0,0,1,151
