N,URBANSIMX,URBANSIMY
11606,1497276.04413000000,7592036.41790
11607,1497299.52270000000,7591637.63380
11608,1497316.02125000000,7590959.77897
11609,1497281.99483000000,7590639.43689
11610,1496914.51357000000,7589721.97482
11611,1533256.92236000000,7442871.76357
11612,1496273.81304000000,7579879.59938
11613,1496252.43093000000,7582004.02858
11614,1534429.47240000000,7443292.08014
11615,1496208.73199000000,7584423.07674
11616,1496180.06427000000,7586687.15418
11617,1496146.21678000000,7589507.60938
11618,1534044.53445000000,7442886.16157
11619,1496477.43732000000,7590758.06867
11620,1498012.69416000000,7581059.63681
11621,1532835.73185000000,7442491.89211
11622,1533235.27584000000,7442074.09741
11623,1534032.79020000000,7442078.70609
11624,1530655.45530000000,7368553.95629
11625,1534434.27061000000,7442461.74537
11626,1534822.49069000000,7442867.68265
11627,1534849.90184000000,7442099.83784
11629,1535622.57199000000,7445268.21695
11630,1535650.15444000000,7444470.83273
11631,1536023.50044000000,7444043.03871
11633,1536021.46860000000,7443258.61223
11634,1535652.82583000000,7442872.48035
11635,1541816.67547000000,7442852.28330
11637,1541567.84481000000,7444452.50185
11638,1539175.66218000000,7433571.77317
11639,1552352.56374000000,7433296.42453
11640,1535277.44472000000,7326068.11580
11641,1536336.89382000000,7326087.66012
11642,1537360.20081000000,7326089.18486
11653,1529304.08542000000,7451595.62012
11654,1528880.71893000000,7442514.97622
11655,1529668.48061000000,7442503.12111
11656,1529666.96428000000,7441630.08589
11657,1527294.55550000000,7442108.67479
11658,1531247.30592000000,7442476.14646
11659,1530084.32079000000,7442105.11468
11660,1532040.10008000000,7439709.17075
11661,1492572.81382000000,7376072.55959
11663,1492846.50232000000,7373497.79571
11664,1492191.76556000000,7377199.20299
11667,1492042.07463000000,7376978.45699
11668,1492496.43729000000,7373308.71361
11669,1535923.09158000000,7426462.45967
11670,1541418.00365000000,7419215.95144
11671,1542724.68218000000,7423875.53022
11672,1499876.88493000000,7360834.36116
11673,1499456.09040000000,7360959.93115
11674,1500392.39692000000,7349563.98385
11675,1499995.67894000000,7349753.75319
11676,1501256.06747000000,7347066.75413
11678,1510393.28685000000,7340463.56689
11679,1507704.94698000000,7342386.35949
11681,1512748.08031000000,7338552.60096
11682,1530065.42702000000,7439128.18483
11683,1529110.38333000000,7439122.66445
11684,1537447.23056000000,7424828.29987
11685,1538010.40798000000,7428541.34372
11686,1532703.27067000000,7411416.93503
11687,1542068.91024000000,7408198.71785
11688,1482294.15418000000,7375432.26299
11689,1528937.00850000000,7436184.23479
11690,1531204.70505000000,7431035.18347
11691,1540926.94043000000,7392760.29581
11692,1540514.84638000000,7380396.41285
11693,1547138.78624000000,7383770.58693
11694,1558405.96515000000,7377432.07995
11695,1557839.37069000000,7377225.35374
11696,1559823.08552000000,7377551.78173
11697,1556438.19511000000,7389212.91202
11698,1534420.33272000000,7389644.43044
11699,1528694.77126000000,7395102.18361
11700,1546139.33780000000,7371727.52361
11701,1542207.22910000000,7353788.27655
11702,1533220.54387000000,7360819.09464
11703,1531648.76703000000,7365926.53622
11704,1548298.21093000000,7391621.12543
11705,1547815.78395000000,7392760.48135
11706,1547953.11835000000,7390562.35070
11707,1548310.29848000000,7391230.64051
11708,1548003.19001000000,7389843.88761
11709,1548066.21251000000,7390871.50481
11710,1548228.55517000000,7392794.89910
11711,1549604.32085000000,7392212.81401
11712,1551196.68519000000,7392107.08456
11713,1551926.06475000000,7391399.08161
11714,1552726.51496000000,7390888.40438
11715,1554896.47639000000,7389643.85549
11716,1555340.78975000000,7389426.51130
11717,1555877.96673000000,7388467.97280
11718,1556850.35413000000,7386589.69459
11719,1557092.29328000000,7384461.08211
11720,1557115.27662000000,7389039.56753
11721,1557640.31959000000,7389052.42381
11722,1554235.39604000000,7388744.08477
11723,1553876.12920000000,7389011.14599
11724,1553528.51504000000,7388963.20450
11725,1553243.99057000000,7388787.62793
11726,1552892.98178000000,7388759.35871
11727,1552389.87174000000,7388356.07233
11728,1544866.76864000000,7370767.65780
11729,1544829.19464000000,7368634.48220
11730,1540435.26671000000,7375311.49245
11731,1540693.51181000000,7396180.08246
11732,1541424.67036000000,7394669.97565
11733,1527349.32038000000,7449661.01101
11734,1527067.26282000000,7450047.76026
11735,1528914.98673000000,7449640.53354
11736,1529692.84999000000,7449638.47049
11737,1530503.55223000000,7449633.31488
11738,1531294.54406000000,7449631.32680
11739,1532886.41265000000,7449620.84216
11740,1533829.02001000000,7450075.93876
11741,1537481.17655000000,7449647.40842
11742,1535244.74132000000,7452148.55863
11743,1533092.49835000000,7391003.60436
11744,1537659.06843000000,7393164.88647
11745,1537249.79279000000,7392088.13405
11746,1537829.70553000000,7393169.14933
11747,1538504.35107000000,7393419.17404
11748,1538763.06240000000,7393917.65740
11749,1538775.21578000000,7394257.63013
11750,1539682.18847000000,7402618.73699
11751,1537666.92042000000,7404353.15451
11752,1538184.89350000000,7403883.53025
11753,1535176.78981000000,7404768.76094
11754,1535266.90614000000,7405077.78541
11755,1537375.31943000000,7407118.18660
11756,1537347.81752000000,7407334.63927
11757,1537109.50086000000,7407684.43972
11758,1537901.42517000000,7404095.22769
11759,1531293.69320000000,7389684.75852
11760,1510450.53140000000,7347404.03053
11761,1518071.81330000000,7406941.29898
11762,1520833.79285000000,7402634.90646
11763,1527795.12770000000,7382048.06795
11764,1528287.13476000000,7394079.15411
11765,1528024.38528000000,7393542.68607
11766,1527834.16146000000,7392379.78618
11767,1527838.02873000000,7392278.06848
11768,1527854.75890000000,7392222.37188
11769,1527897.53594000000,7392202.92643
11770,1528583.49419000000,7392197.02777
11773,1529427.64446000000,7394358.11872
11774,1529385.45278000000,7394275.82739
11775,1529390.41542000000,7393983.76321
11776,1529576.80517000000,7393043.83303
11777,1529422.94818000000,7393030.11978
11778,1529421.08111000000,7391506.07658
11779,1529981.62797000000,7395043.95079
11780,1529439.02977000000,7395231.18090
11781,1518505.77355000000,7368559.89448
11782,1515855.76957000000,7369462.31287
11783,1516898.18233000000,7347381.49369
11784,1511509.10142000000,7351443.00655
11785,1518774.33551000000,7348147.77841
11786,1519537.31749000000,7348502.24462
11787,1519252.36457000000,7348448.74535
11788,1519686.92469000000,7348667.55214
11789,1520131.70373000000,7349510.25159
11790,1521016.90762000000,7350204.26615
11791,1521032.16007000000,7351266.07945
11792,1531492.40656000000,7348703.44280
11793,1531490.99270000000,7351085.00521
11794,1530060.64604000000,7346406.73642
11795,1531217.31974000000,7347870.50167
11796,1528981.03676000000,7345813.10327
11797,1528587.41630000000,7346082.85997
11798,1497040.49490000000,7380361.32364
11799,1507325.85251000000,7352400.25146
11802,1504589.15505000000,7383709.67807
11803,1507536.61541000000,7406972.36981
11804,1489536.29181000000,7384673.02522
11805,1486532.71147000000,7383366.39163
11806,1491018.26675000000,7354170.57376
11807,1493279.60612000000,7354159.15250
11808,1491951.20800000000,7355264.18500
11809,1489298.32200000000,7355361.80887
11810,1500998.77274000000,7359419.04744
11811,1497271.14063000000,7354134.47761
11812,1511952.67773000000,7385839.34205
11813,1515077.76340000000,7387747.76028
11814,1484275.28526000000,7406658.22696
11815,1484280.54456000000,7404649.57437
11817,1496190.58966000000,7412341.94545
11818,1496198.97841000000,7416029.46072
11819,1503633.83211000000,7403664.62142
11820,1503954.13681000000,7402757.38268
11821,1503635.97982000000,7405564.86166
11822,1505303.90123000000,7407714.31200
11823,1504312.71779000000,7407721.71130
11824,1503601.09588000000,7408193.47670
11825,1503618.43437000000,7408600.53524
11826,1504199.71336000000,7409670.52089
11827,1521284.43343000000,7397333.89219
11828,1501891.06161000000,7383269.03294
11829,1485496.07787000000,7355129.88887
11830,1478980.47202000000,7427562.15369
11831,1529301.92149000000,7433239.07600
11832,1529028.71356000000,7367263.63873
11833,1508420.70697000000,7353021.80745
11834,1520398.92816000000,7367234.09211
11835,1526765.21739000000,7408166.37528
11836,1528619.31636000000,7409601.19094
11837,1532751.26861000000,7417324.79838
11838,1532162.71021000000,7411896.08141
11839,1561473.92618000000,7419892.56790
11841,1514710.41846000000,7620182.22922
11842,1509709.63946000000,7611522.81954
11843,1517869.68464000000,7622170.43359
11844,1512054.93665000000,7651878.43918
11845,1499400.53885000000,7600183.19796
11846,1516180.81825000000,7564421.28042
11847,1513998.68695000000,7560952.12470
11848,1469264.20389000000,7602958.85733
11849,1492763.06117000000,7595236.67631
11850,1492891.84868000000,7595106.13923
11851,1491609.79900000000,7596536.27700
11852,1492407.37539000000,7597657.03112
11853,1492296.98777000000,7595230.63867
11854,1493462.18891000000,7591354.38412
11855,1493697.86597000000,7590354.63080
11856,1493520.99412000000,7590845.95252
11857,1484254.61581000000,7592521.00308
11858,1506243.22032000000,7555789.40460
11859,1537647.27544000000,7494633.50832
11860,1542294.54804000000,7494693.29777
11861,1544983.76078000000,7493376.31100
11862,1544891.09140000000,7491810.15487
11863,1544816.97216000000,7490441.04137
11864,1545059.62835000000,7489914.01153
11865,1545008.10387000000,7489743.03788
11866,1545110.73253000000,7489024.82850
11867,1545106.69800000000,7488588.27129
11868,1545030.30508000000,7488177.55262
11869,1544878.08159000000,7487825.47441
11870,1544850.09128000000,7486991.63221
11871,1544628.30516000000,7486182.92541
11872,1544693.09895000000,7485763.17919
11873,1552521.15286000000,7436881.55491
11874,1550744.71760000000,7439303.34140
11875,1515401.00834000000,7624420.86963
11876,1517193.19758000000,7624441.29557
11877,1516692.53781000000,7596881.19700
11878,1510666.93735000000,7593911.16255
11879,1510249.76613000000,7593961.22507
11880,1508700.23929000000,7593436.74555
11881,1507958.50090000000,7593419.24488
11882,1547870.84082000000,7420861.30323
11883,1547952.34885000000,7422095.81818
11884,1507162.42718000000,7617071.72250
11885,1506585.12645000000,7617554.13183
11886,1506213.27758000000,7617709.49772
11887,1506685.25322000000,7617830.45968
11888,1511450.49314000000,7599089.00109
11889,1511849.88732000000,7598375.49812
11890,1510824.53568000000,7599475.93125
11891,1511246.66909000000,7599698.34738
11892,1499496.18701000000,7427900.74058
11893,1499695.43881000000,7428630.49069
11894,1500290.27191000000,7428492.81401
11895,1503023.43727000000,7428049.17665
11896,1504627.04948000000,7428268.51233
11897,1505285.33501000000,7428508.62728
11898,1510113.70332000000,7428408.58782
11899,1510986.71961000000,7428407.07701
11900,1511301.09577000000,7428527.04798
11901,1516919.71182000000,7429120.77657
11902,1517277.91678000000,7427337.44241
11903,1518062.16641000000,7430200.59831
11904,1517391.08698000000,7429901.33676
11905,1532587.97498000000,7521397.08553
11907,1530205.82163000000,7382311.35000
11908,1530346.44902000000,7382397.48807
11909,1530421.08188000000,7382545.60331
11910,1528145.52294000000,7383894.51827
11911,1474403.11641000000,7383243.73605
13000,1503780.88763000000,7720293.17595
13001,1479294.11603000000,7731159.42446
13002,1480621.68330000000,7730409.04106
13003,1480575.74582000000,7742625.17402
13004,1480572.26983000000,7748482.59456
13006,1484546.73589000000,7736650.70427
13007,1481901.11890000000,7729689.93805
13008,1484626.29473000000,7728880.26492
13009,1484794.01797000000,7728832.02799
13010,1484928.09089000000,7732742.90508
13011,1485365.79915000000,7661746.40663
13012,1485152.05220000000,7730439.57198
13013,1485227.65747000000,7730423.61139
13014,1485274.72806000000,7729146.80293
13015,1485334.06884000000,7728559.50132
13016,1485356.85950000000,7729137.44753
13017,1485406.25290000000,7728566.50113
13018,1485747.65348000000,7728571.83574
13019,1485915.33723000000,7728530.16427
13020,1486091.92839000000,7719351.99779
13021,1486456.45824000000,7720972.68928
13022,1486555.18034000000,7720933.88623
13023,1486859.48405000000,7719461.65947
13024,1486947.70276000000,7728280.29218
13025,1486981.14644000000,7719429.55994
13026,1487299.09067000000,7717872.06030
13027,1477497.68874000000,7732325.26408
13028,1487447.70484000000,7717725.21874
13029,1473768.92011000000,7719231.60847
13030,1487819.92001000000,7689015.25623
13031,1487644.07185000000,7718921.39519
13032,1487807.63729000000,7696007.64347
13033,1487759.83166000000,7719325.89463
13034,1487958.74559000000,7697088.60992
13035,1488058.23813000000,7688688.39828
13036,1489075.43927000000,7727675.86460
13037,1488193.18753000000,7719325.21167
13038,1488318.65888000000,7702225.18590
13039,1488477.95744000000,7687121.71668
13040,1488628.51061000000,7687198.12154
13041,1488551.20301000000,7705604.68066
13042,1488538.35029000000,7710489.58438
13043,1488799.21135000000,7687199.14185
13044,1488654.77026000000,7708592.75187
13045,1488874.59588000000,7687219.28937
13046,1488701.96712000000,7712768.92106
13047,1488789.61890000000,7709099.12970
13048,1488816.68098000000,7710609.43782
13049,1489021.39554000000,7687374.45955
13050,1488911.74481000000,7710632.98801
13051,1488680.89230000000,7686590.59247
13052,1488939.53366000000,7712021.83522
13053,1488994.11252000000,7710035.98859
13054,1489045.66871000000,7711293.65980
13055,1489208.23532000000,7685773.55907
13056,1489125.77676000000,7710525.93389
13057,1488929.64979000000,7727038.87542
13058,1489271.25397000000,7685665.60263
13059,1488923.12480000000,7685722.86907
13060,1489117.30825000000,7682978.24521
13061,1489726.33850000000,7719324.55911
13062,1490011.84123000000,7710580.48682
13063,1490124.46480000000,7725196.92633
13064,1490822.26393000000,7710657.56617
13065,1490943.01753000000,7723921.46806
13066,1491185.39842000000,7719635.34171
13067,1493313.18020000000,7662963.07452
13068,1471510.13059000000,7713638.87721
13069,1492379.44418000000,7658795.02689
13070,1492386.90765000000,7659195.56197
13071,1492318.79644000000,7710738.75339
13072,1492711.23094000000,7699470.86376
13073,1492427.27718000000,7657377.18247
13074,1493357.02945000000,7661663.37605
13075,1493157.18556000000,7694614.87218
13076,1493282.41376000000,7682991.08149
13077,1493076.36541000000,7719640.11030
13078,1493202.89434000000,7701246.56551
13079,1493164.27720000000,7658198.96316
13080,1493789.70945000000,7659013.51535
13081,1493714.89065000000,7678732.57943
13082,1493912.76806000000,7659848.05746
13083,1494417.64943000000,7673737.08477
13085,1494659.07450000000,7703681.33933
13086,1493847.62605000000,7710789.87583
13087,1495619.14869000000,7710791.94097
13088,1496537.43044000000,7719506.54258
13089,1496411.60270000000,7706518.41195
13090,1496806.54698000000,7712769.70560
13091,1496829.41536000000,7714265.22859
13092,1496875.41621000000,7715971.85358
13093,1496922.60477000000,7717683.50984
13094,1496967.64364000000,7719482.85454
13095,1496998.21231000000,7720408.84079
13096,1497058.52023000000,7724043.48397
13097,1497814.70302000000,7719474.79350
13098,1497250.61260000000,7726503.61331
13099,1497286.26355000000,7728772.39850
13100,1498138.82790000000,7724010.55795
13101,1498091.36759000000,7735218.56547
13102,1498901.02192000000,7710751.87338
13103,1498989.59902000000,7712958.54996
13104,1499004.96903000000,7714214.25945
13105,1499094.78061000000,7717877.07328
13106,1499128.02922000000,7719453.10677
13107,1499135.83674000000,7720342.84498
13108,1499205.33477000000,7722992.64420
13109,1499215.83368000000,7723980.89347
13110,1499224.24810000000,7724768.86759
13111,1499242.50816000000,7725943.34770
13112,1499286.28730000000,7728662.90876
13113,1499872.00715000000,7714175.24091
13114,1499895.01130000000,7714720.35160
13115,1499947.45888000000,7717478.36713
13116,1499945.20061000000,7717855.89698
13117,1500004.65525000000,7719441.93700
13118,1500015.78605000000,7720325.12957
13119,1500065.05590000000,7721966.92546
13120,1500076.10989000000,7723959.77913
13121,1500502.96525000000,7723949.20190
13122,1501011.43197000000,7714136.09167
13123,1501618.94263000000,7714658.43297
13124,1501688.94481000000,7716677.88414
13125,1501675.46993000000,7717833.41514
13126,1501736.36995000000,7720276.32824
13127,1501743.17886000000,7721333.49627
13128,1501776.84831000000,7723937.12675
13129,1501745.99392000000,7721960.56764
13130,1501558.04203000000,7725938.46165
13131,1502441.94755000000,7721968.01344
13132,1502274.28629000000,7725847.53996
13133,1504155.61893000000,7721978.26068
13134,1503895.90205000000,7722587.34879
13135,1504688.00240000000,7715845.51387
13136,1505458.68429000000,7715433.17797
13137,1502016.38206000000,7711144.80102
13138,1491305.05750000000,7663912.95223
13139,1491772.04183000000,7675336.43572
13140,1489583.47599000000,7682309.15204
13141,1489524.26998000000,7682328.49524
13142,1491719.38216000000,7675359.10104
13143,1491245.22723000000,7664037.33944
13144,1493443.13140000000,7687414.00617
13145,1487633.97378000000,7693209.61227
13146,1487729.19261000000,7693206.89908
13147,1488841.13846000000,7709815.11588
13148,1488749.18050000000,7709821.13070
13149,1487958.35568000000,7698250.74314
13150,1488047.10793000000,7698231.57714
13151,1488035.27631000000,7715548.86103
13152,1487943.43576000000,7715535.17844
13153,1499314.48704000000,7732175.93511
13154,1492791.38441000000,7657263.71946
13155,1492891.68205000000,7657725.65334
13156,1489686.68800000000,7661707.16780
13157,1493334.63202000000,7663770.75401
13158,1487231.18839000000,7661712.22806
13159,1492506.77580000000,7661668.16117
13160,1493411.14740000000,7666674.60618
13161,1494282.89751000000,7672111.30866
13162,1489289.43486000000,7661714.64864
13163,1493560.26518000000,7667844.74421
13164,1489432.71896000000,7667965.81767
13165,1490361.97616000000,7667925.40026
13166,1489382.58790000000,7665362.30893
13167,1493743.57989000000,7676674.43934
13168,1492017.33439000000,7678791.39036
13169,1491946.74766000000,7681817.71120
13170,1492003.14177000000,7683919.04740
13171,1492046.35538000000,7685727.14182
13172,1491689.76892000000,7687469.19139
13173,1493300.39642000000,7683828.30715
13174,1493260.05937000000,7681786.15592
13175,1490537.22284000000,7687514.83114
13176,1493381.12298000000,7685703.28097
13177,1493434.39888000000,7680076.85415
13178,1491980.74876000000,7680521.20645
13179,1491979.67311000000,7682901.23489
13180,1492733.98609000000,7687422.90285
13181,1493253.87444000000,7681172.23384
13182,1492521.45366000000,7681781.74789
13183,1493469.68588000000,7688464.67265
13184,1489195.78358000000,7687461.06048
13185,1493066.45834000000,7695513.83583
13186,1487765.27080000000,7689804.07424
13187,1491227.83987000000,7689727.55883
13188,1491198.96493000000,7691681.17890
13189,1491109.72301000000,7695538.24965
13190,1493508.53279000000,7691304.56640
13191,1490270.95702000000,7689771.82963
13192,1488234.28590000000,7688709.18950
13193,1491144.35388000000,7694221.67438
13194,1491999.48555000000,7695520.58940
13195,1492930.58197000000,7696826.17282
13196,1494996.97118000000,7704271.00120
13197,1491077.41720000000,7699841.90643
13198,1492343.92848000000,7705443.54499
13199,1488302.89882000000,7700021.84139
13200,1488352.19822000000,7701360.79047
13201,1488808.37327000000,7703985.12684
13202,1490267.62819000000,7706163.51367
13203,1487940.30988000000,7693266.81756
13204,1488047.28716000000,7694328.63571
13205,1488128.57395000000,7697267.68227
13206,1491845.03374000000,7703231.16261
13207,1493867.67351000000,7704815.77650
13208,1491101.48963000000,7698561.72627
13209,1498286.66975000000,7709391.69297
13210,1500388.28390000000,7710737.78310
13211,1496892.31462000000,7710776.95863
13212,1490269.75833000000,7699853.48865
13213,1491222.25777000000,7700873.59974
13214,1494037.61731000000,7702748.56008
13215,1502605.66144000000,7717648.56298
13216,1499062.69243000000,7716655.61198
13217,1500818.52259000000,7717847.98855
13218,1501687.52638000000,7718562.31142
13219,1491195.96237000000,7721158.70775
13220,1497034.42097000000,7723133.94659
13221,1493461.77418000000,7723805.25245
13222,1498804.89215000000,7710357.34459
13223,1491458.99279000000,7710684.36041
13224,1495371.87460000000,7719522.54349
13225,1504386.17561000000,7713420.90110
13226,1504862.74351000000,7714964.60732
13227,1504017.83933000000,7712819.05723
13228,1498081.87576000000,7720362.80064
13229,1496980.08777000000,7720694.35265
13230,1501148.57670000000,7720299.07650
13231,1499164.24489000000,7721081.68961
13232,1500065.27573000000,7723027.33853
13233,1501759.24967000000,7723037.47489
13234,1499776.05720000000,7720336.82714
13235,1491186.70131000000,7727081.17952
13236,1500425.35982000000,7725944.81407
13237,1499320.60759000000,7730058.40604
13238,1496003.18843000000,7726483.00650
13239,1497279.50345000000,7728256.92212
13240,1493860.17393000000,7726409.95100
13241,1496290.50078000000,7724009.33610
13242,1493192.91933000000,7746171.08319
13243,1482863.56888000000,7729385.09850
13244,1480562.69891000000,7739660.25318
13245,1480584.78019000000,7734358.28399
13246,1489860.01632000000,7752333.55657
13247,1480547.15342000000,7719328.54291
13248,1501418.80314000000,7710799.66280
13249,1492895.26094000000,7657619.60550
13250,1501609.04892000000,7714116.68313
13251,1492995.51676000000,7657872.97061
13252,1493130.74156000000,7707532.11124
13253,1485799.42080000000,7723370.35892
13254,1485908.80143000000,7723407.55047
13255,1487470.32240000000,7690152.44768
13256,1493621.62969000000,7656366.65280
13257,1487597.05364000000,7690144.16667
13258,1492776.97213000000,7657068.86284
13259,1492746.43036000000,7656702.84541
13260,1494038.44090000000,7659428.28335
13261,1493171.07661000000,7657608.11632
13262,1496707.27455000000,7739505.23222
13263,1493273.26617000000,7656985.01057
13264,1493539.60412000000,7656359.59931
13265,1491726.57521000000,7748080.15023
13266,1491173.23039000000,7749435.34023
13267,1493848.86891000000,7655691.76854
13268,1495018.05909000000,7656703.23141
13269,1491095.78724000000,7750848.22080
13270,1488357.09802000000,7753572.73483
13271,1483597.27262000000,7746716.92592
13272,1483699.68713000000,7746680.38133
13273,1482379.90773000000,7751014.89914
13274,1482464.72727000000,7751015.41054
13280,1493979.40893000000,7655269.07703
13283,1483950.36178000000,7743006.39634
13284,1484042.38330000000,7742990.53508
13285,1495586.14596000000,7710052.47780
13286,1495599.84388000000,7709409.10352
13287,1493829.50384000000,7709343.77681
13288,1496892.73007000000,7710057.01083
13289,1498678.86366000000,7710021.73035
13290,1491192.68293000000,7714037.93282
13291,1492321.55431000000,7707803.31519
13292,1488685.34563000000,7705617.13057
13293,1491206.45304000000,7707336.55409
13294,1489091.53667000000,7683985.53609
20001,1529190.02937000000,7449185.91708
20002,1531136.48064000000,7449154.51140
20003,1531989.75389000000,7449166.01126
20004,1531996.07310000000,7448640.91562
20005,1531995.41389000000,7447052.38826
20006,1532004.76991000000,7445434.38218
20007,1531956.33943000000,7443592.86380
20008,1530561.47211000000,7443591.36348
20009,1530471.87524000000,7439219.14930
20010,1533303.43707000000,7388682.96554
20011,1530416.61657000000,7432877.92750
20012,1530421.12804000000,7432096.83001
20013,1531152.48472000000,7410571.09294
20014,1530364.74947000000,7424239.34590
20015,1530418.78329000000,7419424.95507
20016,1531130.63464000000,7415500.51081
20017,1530530.83142000000,7409313.97365
20018,1529957.87761000000,7399740.28316
20019,1529843.45524000000,7394531.17252
20020,1531339.08461000000,7391270.96433
20021,1533296.02651000000,7383691.10582
20022,1533574.77097000000,7376872.87935
20023,1538865.67715000000,7431551.52542
20024,1535290.01409000000,7367547.36618
20025,1539200.45000000000,7360764.75725
20026,1540216.37783000000,7360369.69046
20027,1544192.38900000000,7357294.85106
20028,1544094.80383000000,7354849.28413
20029,1543072.10181000000,7353484.72991
20030,1540850.73361000000,7351683.39105
20031,1532121.77388000000,7345811.39661
20032,1536140.87714000000,7431673.64905
20033,1534676.83344000000,7431717.71175
20034,1531804.90212000000,7431743.79777
20035,1531674.17139000000,7360925.09397
20036,1507713.23196000000,7448457.57151
20037,1522630.06221000000,7390488.98013
20038,1519324.84108000000,7389406.60920
20039,1513452.85093000000,7387242.83348
20040,1509532.91689000000,7385769.65286
20041,1505645.75932000000,7384306.50541
20042,1528974.90450000000,7448360.87265
20043,1531994.88506000000,7446008.68692
20044,1528973.43889000000,7449181.38173
20045,1513375.45061000000,7450032.97495
20046,1525873.76417000000,7449990.52248
20047,1519740.55420000000,7536302.16657
20048,1528034.93633000000,7356942.97914
20049,1520039.58306000000,7338669.85978
20050,1506588.81536000000,7453632.94493
20051,1506150.80326000000,7449620.18750
20052,1510472.80528000000,7447997.68692
20053,1517376.30308000000,7450026.63227
20054,1519949.63208000000,7449992.31416
20055,1523015.14356000000,7449980.53370
20056,1528991.89259000000,7449962.62172
20057,1530656.04226000000,7367348.46117
20058,1530729.33366000000,7367158.53226
20059,1527397.59709000000,7447557.48559
20060,1531959.01355000000,7444114.39554
20061,1531711.62574000000,7360689.01360
20062,1533754.24364000000,7445979.47401
20063,1536961.12190000000,7445929.08510
20064,1539816.30367000000,7445968.55488
20065,1539968.57988000000,7445175.17058
20066,1542847.25024000000,7445126.15180
20067,1539081.14179000000,7445964.30824
20068,1542856.53157000000,7445792.46904
20069,1544007.88112000000,7445907.42507
20070,1547597.96066000000,7446568.15417
20071,1547388.18039000000,7448795.48992
20072,1528315.68006000000,7446010.38180
20073,1528014.84664000000,7355017.21320
20074,1528011.87672000000,7454269.59941
20075,1527196.86932000000,7428514.50677
20076,1530304.43288000000,7416271.68658
20077,1527405.93767000000,7392770.79694
20078,1544655.17916000000,7313070.16476
20079,1532058.23953000000,7503964.44765
20080,1528605.06114000000,7383816.40754
20081,1520120.10195000000,7336071.12594
20082,1522854.42541000000,7333044.08396
20083,1523021.37765000000,7330112.56410
20084,1541407.57542000000,7310937.33343
20085,1541539.34047000000,7308763.97356
20086,1560190.62769000000,7298762.10545
20087,1567411.42977000000,7289074.41736
20088,1577606.31142000000,7270753.84649
20089,1592984.36718000000,7250961.82340
20090,1595490.27752000000,7250839.37698
20091,1601915.67968000000,7238873.36925
20092,1601953.71644000000,7223039.79562
20093,1600150.29791000000,7217859.56936
20094,1590435.73320000000,7208534.10941
20095,1568058.92138000000,7180864.27154
20096,1565944.35002000000,7180266.20704
20097,1527948.96549000000,7447560.67612
20098,1528390.11247000000,7333409.83482
20099,1551377.74094000000,7305344.55747
20100,1559367.46847000000,7170951.21986
20101,1542409.94306000000,7360353.03943
20102,1522922.59973000000,7431374.12347
20103,1558149.10522000000,7169151.00861
20104,1542924.84675000000,7445897.89028
20105,1544748.82758000000,7445478.46626
20106,1523732.83192000000,7432583.30755
20107,1513224.90907000000,7421619.76600
20108,1494655.00177000000,7657028.66104
20109,1523139.43661000000,7390941.53570
20110,1525584.11821000000,7393853.55142
20111,1527668.54985000000,7397774.34195
20112,1523309.72637000000,7391575.92717
20113,1523745.32120000000,7393442.56918
20114,1494705.88739000000,7372518.23805
20115,1527377.75741000000,7396978.43711
20116,1519872.71273000000,7428123.71447
20117,1492915.68928000000,7662021.68556
20118,1517612.51598000000,7427933.41837
20119,1527215.00776000000,7446781.86215
20120,1491541.96665000000,7665409.79210
20121,1555424.63016000000,7162028.06228
20122,1491929.44232000000,7675538.85427
20123,1489748.85031000000,7682368.31081
20124,1489080.28712000000,7690152.36189
20125,1545773.77193000000,7445316.99523
20126,1529114.62648000000,7374021.54607
20127,1530565.74227000000,7442285.12901
20128,1488844.73406000000,7700335.07386
20129,1552423.19632000000,7157880.42772
20130,1524817.10076000000,7474945.95336
20131,1528900.40660000000,7490091.15096
20132,1530203.88776000000,7527367.50765
20133,1528694.76679000000,7528841.44071
20134,1516045.31728000000,7425955.16052
20135,1513576.06839000000,7421621.79637
20136,1512121.92904000000,7554079.90258
20137,1498675.91945000000,7567912.43210
20138,1492758.12300000000,7587709.59472
20139,1505824.70180000000,7628039.52753
20140,1490330.51733000000,7596744.59106
20141,1505969.81482000000,7610144.88689
20142,1508384.11781000000,7614751.59821
20143,1525670.61805000000,7333435.90335
20144,1491922.34781000000,7710869.40524
20145,1525509.64099000000,7335166.11211
20146,1495275.35337000000,7719376.73769
20147,1532196.35358000000,7520786.02814
20148,1495471.56850000000,7724006.19832
20149,1529052.48451000000,7333020.07697
20150,1527144.85053000000,7394108.68084
20151,1499021.15036000000,7610038.41944
20152,1491879.71581000000,7602377.95463
20153,1492939.43377000000,7578210.48679
20154,1529078.46274000000,7399144.46842
20155,1526411.34650000000,7432516.73840
20156,1527814.86735000000,7432153.97937
20157,1501954.23810000000,7308793.12015
20158,1530447.95516000000,7436272.53799
20159,1522680.36454000000,7428993.26484
20160,1479475.93555000000,7310061.37487
20161,1528187.37240000000,7449968.35248
20162,1480831.76955000000,7311137.01308
20163,1526157.72809000000,7338524.39227
20164,1522777.85450000000,7429728.99844
20165,1531997.59344000000,7497985.34865
20166,1524127.13216000000,7461405.41192
20167,1530607.58331000000,7328769.03087
20168,1535438.26950000000,7321671.09395
