TAZ_Forecast_Idx,YEAR,CO_FIPS,TAZID,CO_TAZID,TOTPOP,GQ_Pop,HH_Pop,HH,HH_Size,POP_00_17,POP_18_64,POP_65P,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,CO_NAME
2217_2060,2060,49,2217,492217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2010,2010,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2011,2011,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2012,2012,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2013,2013,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2014,2014,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2015,2015,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2016,2016,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2017,2017,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2018,2018,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2019,2019,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2020,2020,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2021,2021,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2022,2022,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2023,2023,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2024,2024,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2025,2025,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2026,2026,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2027,2027,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2028,2028,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2029,2029,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2030,2030,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2031,2031,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2032,2032,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2033,2033,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2034,2034,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2035,2035,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2036,2036,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2037,2037,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2038,2038,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2039,2039,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2040,2040,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2041,2041,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2042,2042,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2043,2043,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2044,2044,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2045,2045,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2046,2046,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2047,2047,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2048,2048,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2049,2049,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2050,2050,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2051,2051,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2052,2052,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2053,2053,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2054,2054,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2055,2055,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2056,2056,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2057,2057,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2058,2058,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2059,2059,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3514_2060,2060,49,3514,493514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3518_2010,2010,49,3518,493518,1,0,1,1,1,0.4,0.5,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2011,2011,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2012,2012,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2013,2013,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2014,2014,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2015,2015,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2016,2016,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2017,2017,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2018,2018,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2019,2019,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2020,2020,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2021,2021,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2022,2022,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2023,2023,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2024,2024,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2025,2025,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2026,2026,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2027,2027,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2028,2028,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2029,2029,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2030,2030,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2031,2031,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2032,2032,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2033,2033,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2034,2034,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2035,2035,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2036,2036,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2037,2037,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2038,2038,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2039,2039,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2040,2040,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2041,2041,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2042,2042,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2043,2043,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2044,2044,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2045,2045,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2046,2046,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2047,2047,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2048,2048,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2049,2049,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2050,2050,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2051,2051,49,3518,493518,1,0,1,1,1,0.3,0.6,0.1,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2052,2052,49,3518,493518,1,0,1,1,1,0.3,0.5,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2053,2053,49,3518,493518,1,0,1,1,1,0.3,0.5,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2054,2054,49,3518,493518,1,0,1,1,1,0.3,0.5,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2055,2055,49,3518,493518,1,0,1,1,1,0.3,0.5,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2056,2056,49,3518,493518,1,0,1,1,1,0.3,0.5,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2057,2057,49,3518,493518,1,0,1,1,1,0.3,0.5,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2058,2058,49,3518,493518,1,0,1,1,1,0.2,0.6,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2059,2059,49,3518,493518,1,0,1,1,1,0.2,0.6,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3518_2060,2060,49,3518,493518,1,0,1,1,1,0.2,0.6,0.2,5,0,0,0,0,0,5,0,0,0,0,0,0,Utah
3517_2010,2010,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2011,2011,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2012,2012,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2013,2013,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2014,2014,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2015,2015,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2016,2016,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2017,2017,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2018,2018,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2019,2019,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2020,2020,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2021,2021,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2022,2022,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2023,2023,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2024,2024,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2025,2025,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2026,2026,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2027,2027,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2028,2028,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2029,2029,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2030,2030,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2031,2031,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2032,2032,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2033,2033,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2034,2034,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2035,2035,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2036,2036,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2037,2037,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2038,2038,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2039,2039,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2040,2040,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2041,2041,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2042,2042,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2043,2043,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2044,2044,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2045,2045,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2046,2046,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2047,2047,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2048,2048,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2049,2049,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2050,2050,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2051,2051,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2052,2052,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2053,2053,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2054,2054,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2055,2055,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2056,2056,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2057,2057,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2058,2058,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2059,2059,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3517_2060,2060,49,3517,493517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2010,2010,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2011,2011,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2012,2012,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2013,2013,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2014,2014,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2015,2015,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2016,2016,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2017,2017,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2018,2018,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2019,2019,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2020,2020,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2021,2021,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2022,2022,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2023,2023,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2024,2024,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2025,2025,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2026,2026,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2027,2027,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2028,2028,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2029,2029,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2030,2030,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2031,2031,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2032,2032,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2033,2033,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2034,2034,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2035,2035,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2036,2036,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2037,2037,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2038,2038,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2039,2039,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2040,2040,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2041,2041,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2042,2042,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2043,2043,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2044,2044,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2045,2045,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2046,2046,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2047,2047,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2048,2048,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2049,2049,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2050,2050,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2051,2051,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2052,2052,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2053,2053,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2054,2054,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2055,2055,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2056,2056,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2057,2057,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2058,2058,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2059,2059,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3519_2060,2060,49,3519,493519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2010,2010,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2011,2011,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2012,2012,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2013,2013,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2014,2014,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2015,2015,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2016,2016,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2017,2017,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
3524_2018,2018,49,3524,493524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah
