TAZ_Forecast_Idx,YEAR,CO_FIPS,TAZID,CO_TAZID,TOTPOP,GQ_Pop,HH_Pop,HH,HH_Size,POP_00_17,POP_18_64,POP_65P,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,CO_NAME,TAZ_Desc
3498_2031,2031,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2032,2032,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2033,2033,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2034,2034,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2035,2035,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2036,2036,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2037,2037,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2038,2038,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2039,2039,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2040,2040,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2041,2041,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2042,2042,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2043,2043,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2044,2044,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2045,2045,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2046,2046,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2047,2047,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2048,2048,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2049,2049,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2050,2050,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2051,2051,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2052,2052,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2053,2053,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2054,2054,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2055,2055,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2056,2056,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2057,2057,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2058,2058,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2059,2059,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3498_2060,2060,49,3498,493498,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,South Goshen Valley
3499_2010,2010,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.4,0.5,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2011,2011,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2012,2012,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2013,2013,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2014,2014,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2015,2015,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2016,2016,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2017,2017,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2018,2018,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2019,2019,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2020,2020,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2021,2021,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2022,2022,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2023,2023,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2024,2024,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2025,2025,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2026,2026,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2027,2027,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2028,2028,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2029,2029,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2030,2030,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2031,2031,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2032,2032,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2033,2033,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2034,2034,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2035,2035,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2036,2036,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2037,2037,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2038,2038,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2039,2039,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2040,2040,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2041,2041,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2042,2042,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2043,2043,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2044,2044,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2045,2045,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2046,2046,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2047,2047,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2048,2048,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2049,2049,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2050,2050,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2051,2051,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.6,0.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2052,2052,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.5,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2053,2053,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.5,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2054,2054,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.5,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2055,2055,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.5,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2056,2056,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.5,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2057,2057,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.3,0.5,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2058,2058,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.2,0.6,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2059,2059,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.2,0.6,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3499_2060,2060,49,3499,493499,1.0,0.0,1.0,1.0,1.00,0.2,0.6,0.2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Lower American Fork
3500_2010,2010,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2011,2011,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2012,2012,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2013,2013,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2014,2014,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2015,2015,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2016,2016,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2017,2017,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2018,2018,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2019,2019,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2020,2020,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2021,2021,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2022,2022,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2023,2023,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2024,2024,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2025,2025,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2026,2026,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2027,2027,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2028,2028,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2029,2029,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2030,2030,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2031,2031,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2032,2032,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2033,2033,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2034,2034,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2035,2035,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2036,2036,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2037,2037,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2038,2038,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2039,2039,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2040,2040,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2041,2041,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2042,2042,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2043,2043,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2044,2044,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2045,2045,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2046,2046,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2047,2047,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2048,2048,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2049,2049,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
3500_2050,2050,49,3500,493500,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Tibble Fork
