building_type_id,non_residential_sqft,note,parcel_id,residential_units,stories,unit_price_non_residential,year_built,res_price_per_sqft,residential_price,non_residential_price,job_spaces,building_sqft,DEVTYPE
2,0,pipeline,57047,301,2,0,2024,0,0,0,0,481600,develop
2,0,pipeline,57339,89,2,0,2024,0,0,0,0,106800,develop
2,0,pipeline,34472,100,3,0,2025,0,0,0,0,160000,develop
2,0,pipeline,53489,448,6,0,2023,0,0,0,0,585000,develop
0,0,pipeline,53489,0,0,0,2022,0,0,0,0,0,demolition
2,0,pipeline,66295,263,6,0,2025,0,0,0,0,315600,develop
2,0,pipeline,64911,329,6,0,2025,0,0,0,0,400000,develop
2,0,pipeline,55484,201,6,0,2021,0,0,0,0,27157,develop
5,587000,pipeline,28716,0,1,0,2027,0,0,0,2250,587000,develop
2,0,pipeline,48101,505,6,0,2024,0,0,0,0,0,develop
0,0,pipeline,48101,0,0,0,2023,0,0,0,0,0,demolition
0,0,pipeline,327577,0,0,0,2022,0,0,0,0,0,demolition
0,0,pipeline,328129,0,0,0,2022,0,0,0,0,0,demolition
2,0,pipeline,68337,42,2,0,2023,0,0,0,0,70000,develop
2,0,pipeline,327577,43,2,0,2023,0,0,0,0,70000,develop
2,0,pipeline,66122,43,2,0,2023,0,0,0,0,70000,develop
2,0,pipeline,28697,60,1,0,2025,0,0,0,0,50000,develop
2,0,pipeline,28698,67,1,0,2025,0,0,0,0,50000,develop
4,389000,pipeline,53368,0,24,0,2024,0,0,0,614,389000,develop
2,0,pipeline,36555,377,39,0,2024,0,0,0,0,680000,develop
2,0,pipeline,27170,87,1,0,2040,0,0,0,0,0,develop
7,0,pipeline,27170,87,1,0,2045,0,0,0,422,105475,develop
7,0,pipeline,29630,41,1,0,2025,0,0,0,2,381,develop
7,0,pipeline,29630,17,1,0,2030,0,0,0,31,7850,develop
2,0,pipeline,29781,9,1,0,2040,0,0,0,0,0,develop
7,0,pipeline,29781,19,1,0,2045,0,0,0,28,7925,develop
2,0,pipeline,29782,9,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,29782,0,1,0,2040,0,0,0,29,11734,develop
5,0,pipeline,29782,0,1,0,2045,0,0,0,188,48901,develop
7,0,pipeline,29783,3,1,0,2035,0,0,0,35,13940,develop
5,0,pipeline,29783,0,1,0,2040,0,0,0,146,36477,develop
7,0,pipeline,29784,3,1,0,2035,0,0,0,35,13940,develop
5,0,pipeline,29784,0,1,0,2040,0,0,0,146,36477,develop
5,0,pipeline,29788,0,1,0,2025,0,0,0,56,13960,develop
3,0,pipeline,29788,0,1,0,2030,0,0,0,37,36829,develop
2,0,pipeline,29788,101,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,29788,0,1,0,2045,0,0,0,94,37623,develop
5,0,pipeline,29789,0,1,0,2025,0,0,0,7,4666,develop
7,0,pipeline,29789,4,1,0,2030,0,0,0,4,3620,develop
5,0,pipeline,29789,0,1,0,2040,0,0,0,2,745,develop
5,0,pipeline,29789,0,1,0,2045,0,0,0,2,776,develop
5,0,pipeline,29808,0,1,0,2035,0,0,0,20,8191,develop
2,0,pipeline,29808,4,1,0,2045,0,0,0,0,0,develop
5,0,pipeline,29809,0,1,0,2030,0,0,0,18,4440,develop
2,0,pipeline,29809,6,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,29809,9,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,29809,5,1,0,2045,0,0,0,0,0,develop
7,0,pipeline,29810,4,1,0,2030,0,0,0,1,545,develop
5,0,pipeline,29810,0,1,0,2035,0,0,0,19,7764,develop
5,0,pipeline,30996,0,1,0,2025,0,0,0,4,1798,develop
5,0,pipeline,30996,0,1,0,2030,0,0,0,54,13536,develop
5,0,pipeline,30997,0,1,0,2025,0,0,0,5,1922,develop
5,0,pipeline,30997,0,1,0,2030,0,0,0,58,14471,develop
5,0,pipeline,30998,0,1,0,2025,0,0,0,3,1118,develop
5,0,pipeline,30998,0,1,0,2030,0,0,0,34,8416,develop
5,0,pipeline,30999,0,1,0,2025,0,0,0,6,2399,develop
5,0,pipeline,30999,0,1,0,2030,0,0,0,72,18065,develop
7,0,pipeline,31059,49,1,0,2025,0,0,0,2,458,develop
7,0,pipeline,31059,20,1,0,2030,0,0,0,38,9431,develop
7,0,pipeline,33986,42,1,0,2045,0,0,0,642,178941,develop
7,0,pipeline,35402,6,1,0,2025,0,0,0,91,36254,develop
5,0,pipeline,35402,0,1,0,2030,0,0,0,57,22586,develop
5,0,pipeline,35402,0,1,0,2035,0,0,0,241,60147,develop
2,0,pipeline,35454,500,1,0,2030,0,0,0,0,0,develop
7,0,pipeline,35454,500,1,0,2035,0,0,0,800,199906,develop
5,0,pipeline,35454,0,1,0,2040,0,0,0,2720,680000,develop
5,0,pipeline,35454,0,1,0,2045,0,0,0,480,120074,develop
7,0,pipeline,35455,10,1,0,2030,0,0,0,25,10121,develop
5,0,pipeline,35455,0,1,0,2035,0,0,0,526,143383,develop
5,0,pipeline,53437,0,1,0,2025,0,0,0,2,993,develop
5,0,pipeline,53437,0,1,0,2030,0,0,0,30,7478,develop
5,0,pipeline,53438,0,1,0,2025,0,0,0,3,1141,develop
5,0,pipeline,53438,0,1,0,2030,0,0,0,34,8589,develop
5,0,pipeline,53439,0,1,0,2025,0,0,0,2,933,develop
5,0,pipeline,53439,0,1,0,2030,0,0,0,28,7028,develop
2,0,pipeline,55485,353,1,0,2025,0,0,0,0,0,develop
5,0,pipeline,55485,0,1,0,2030,0,0,0,145,42761,develop
5,0,pipeline,55485,0,1,0,2035,0,0,0,464,116025,develop
7,0,pipeline,60391,32,1,0,2045,0,0,0,494,137595,develop
7,0,pipeline,60479,6,1,0,2045,0,0,0,86,23919,develop
5,0,pipeline,61141,0,1,0,2025,0,0,0,2,469,develop
3,0,pipeline,61141,0,1,0,2030,0,0,0,1,1238,develop
2,0,pipeline,61141,3,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,61141,0,1,0,2045,0,0,0,3,1265,develop
7,0,pipeline,61719,4,1,0,2025,0,0,0,4,1591,develop
5,0,pipeline,61719,0,1,0,2030,0,0,0,18,4612,develop
7,0,pipeline,61723,2,1,0,2030,0,0,0,4,1530,develop
5,0,pipeline,61723,0,1,0,2035,0,0,0,80,21680,develop
2,0,pipeline,61741,9,1,0,2025,0,0,0,0,85,develop
7,0,pipeline,61741,4,1,0,2030,0,0,0,7,1740,develop
5,0,pipeline,67087,0,1,0,2035,0,0,0,3,1224,develop
2,0,pipeline,67087,1,1,0,2045,0,0,0,0,0,develop
5,0,pipeline,67117,0,1,0,2025,0,0,0,1,589,develop
5,0,pipeline,67117,0,1,0,2030,0,0,0,18,4434,develop
7,0,pipeline,67225,24,1,0,2025,0,0,0,1,224,develop
7,0,pipeline,67225,10,1,0,2030,0,0,0,18,4607,develop
7,0,pipeline,67646,14,1,0,2025,0,0,0,1,135,develop
7,0,pipeline,67646,6,1,0,2030,0,0,0,11,2785,develop
7,0,pipeline,67647,22,1,0,2025,0,0,0,1,204,develop
7,0,pipeline,67647,9,1,0,2030,0,0,0,17,4205,develop
7,0,pipeline,67648,21,1,0,2025,0,0,0,1,193,develop
7,0,pipeline,67648,9,1,0,2030,0,0,0,16,3982,develop
7,0,pipeline,67650,18,1,0,2025,0,0,0,1,168,develop
7,0,pipeline,67650,8,1,0,2030,0,0,0,14,3468,develop
7,0,pipeline,67779,37,1,0,2025,0,0,0,27,10822,develop
5,0,pipeline,67779,0,1,0,2030,0,0,0,115,28819,develop
7,0,pipeline,67780,20,1,0,2025,0,0,0,15,5960,develop
5,0,pipeline,67780,0,1,0,2030,0,0,0,63,15872,develop
7,0,pipeline,67781,20,1,0,2025,0,0,0,15,5949,develop
5,0,pipeline,67781,0,1,0,2030,0,0,0,63,15843,develop
7,0,pipeline,67782,10,1,0,2025,0,0,0,125,35083,develop
5,0,pipeline,67782,0,1,0,2030,0,0,0,11,2849,develop
7,0,pipeline,67783,8,1,0,2025,0,0,0,97,27150,develop
5,0,pipeline,67783,0,1,0,2030,0,0,0,9,2205,develop
7,0,pipeline,67784,11,1,0,2025,0,0,0,140,39229,develop
5,0,pipeline,67784,0,1,0,2030,0,0,0,13,3185,develop
2,0,pipeline,67898,53,1,0,2025,0,0,0,0,0,develop
5,0,pipeline,67898,0,1,0,2030,0,0,0,7,2629,develop
5,0,pipeline,67898,0,1,0,2035,0,0,0,28,7001,develop
7,0,pipeline,68073,28,1,0,2025,0,0,0,20,8153,develop
5,0,pipeline,68073,0,1,0,2030,0,0,0,87,21711,develop
7,0,pipeline,68074,23,1,0,2025,0,0,0,17,6926,develop
5,0,pipeline,68074,0,1,0,2030,0,0,0,74,18444,develop
7,0,pipeline,68075,15,1,0,2025,0,0,0,11,4345,develop
5,0,pipeline,68075,0,1,0,2030,0,0,0,46,11570,develop
7,0,pipeline,68076,13,1,0,2025,0,0,0,165,46443,develop
5,0,pipeline,68076,0,1,0,2030,0,0,0,15,3771,develop
7,0,pipeline,68077,8,1,0,2025,0,0,0,100,27879,develop
5,0,pipeline,68077,0,1,0,2030,0,0,0,9,2264,develop
7,0,pipeline,68282,15,1,0,2025,0,0,0,11,4345,develop
5,0,pipeline,68282,0,1,0,2030,0,0,0,46,11569,develop
7,0,pipeline,68283,13,1,0,2025,0,0,0,164,45951,develop
5,0,pipeline,68283,0,1,0,2030,0,0,0,15,3731,develop
7,0,pipeline,68284,8,1,0,2025,0,0,0,98,27582,develop
5,0,pipeline,68284,0,1,0,2030,0,0,0,9,2240,develop
2,0,pipeline,68341,209,1,0,2025,0,0,0,0,0,develop
5,0,pipeline,68341,0,1,0,2030,0,0,0,26,10340,develop
5,0,pipeline,68341,0,1,0,2035,0,0,0,110,27537,develop
7,0,pipeline,68574,14,1,0,2025,0,0,0,14,5741,develop
5,0,pipeline,68574,0,1,0,2030,0,0,0,66,16643,develop
2,0,pipeline,68876,11,1,0,2025,0,0,0,0,0,develop
7,0,pipeline,68876,15,1,0,2030,0,0,0,20,7772,develop
5,0,pipeline,68876,0,1,0,2035,0,0,0,83,20697,develop
7,0,pipeline,68877,2,1,0,2025,0,0,0,36,14579,develop
5,0,pipeline,68877,0,1,0,2030,0,0,0,23,9083,develop
5,0,pipeline,68877,0,1,0,2035,0,0,0,97,24188,develop
5,0,pipeline,69522,0,1,0,2025,0,0,0,5,3928,develop
7,0,pipeline,69522,3,1,0,2030,0,0,0,3,3047,develop
5,0,pipeline,69522,0,1,0,2040,0,0,0,2,627,develop
5,0,pipeline,69522,0,1,0,2045,0,0,0,2,653,develop
2,0,pipeline,213932,4,1,0,2025,0,0,0,0,36,develop
7,0,pipeline,213932,2,1,0,2030,0,0,0,3,749,develop
2,0,pipeline,213970,56,1,0,2040,0,0,0,0,0,develop
7,0,pipeline,213970,56,1,0,2045,0,0,0,273,68265,develop
2,0,pipeline,213981,17,1,0,2040,0,0,0,0,0,develop
7,0,pipeline,213981,17,1,0,2045,0,0,0,84,21050,develop
7,0,pipeline,457155,3,1,0,2025,0,0,0,40,11408,develop
5,0,pipeline,457155,0,1,0,2030,0,0,0,4,926,develop
7,0,pipeline,457156,7,1,0,2025,0,0,0,85,23910,develop
5,0,pipeline,457156,0,1,0,2030,0,0,0,8,1942,develop
7,0,pipeline,457158,3,1,0,2025,0,0,0,38,10726,develop
5,0,pipeline,457158,0,1,0,2030,0,0,0,3,871,develop
7,0,pipeline,457161,7,1,0,2025,0,0,0,5,1987,develop
5,0,pipeline,457161,0,1,0,2030,0,0,0,21,5291,develop
7,0,pipeline,457164,7,1,0,2025,0,0,0,85,23861,develop
5,0,pipeline,457164,0,1,0,2030,0,0,0,8,1938,develop
7,0,pipeline,457178,29,1,0,2025,0,0,0,21,8545,develop
5,0,pipeline,457178,0,1,0,2030,0,0,0,91,22754,develop
7,0,pipeline,720178,100,1,0,2040,0,0,0,38,15000,develop
5,0,pipeline,720178,0,1,0,2045,0,0,0,50,20000,develop
7,0,pipeline,720179,100,1,0,2040,0,0,0,38,15000,develop
5,0,pipeline,720179,0,1,0,2045,0,0,0,50,20000,develop
7,0,pipeline,720180,100,1,0,2040,0,0,0,38,15000,develop
5,0,pipeline,720180,0,1,0,2045,0,0,0,50,20000,develop
7,0,pipeline,720181,100,1,0,2040,0,0,0,38,15000,develop
5,0,pipeline,720181,0,1,0,2045,0,0,0,50,20000,develop
7,0,pipeline,720182,100,1,0,2040,0,0,0,38,15000,develop
5,0,pipeline,720182,0,1,0,2045,0,0,0,50,20000,develop
5,0,pipeline,720183,0,1,0,2040,0,0,0,69,27420,develop
7,0,pipeline,720183,100,1,0,2045,0,0,0,19,7580,develop
5,0,pipeline,720184,0,1,0,2040,0,0,0,69,27420,develop
7,0,pipeline,720184,100,1,0,2045,0,0,0,19,7580,develop
5,0,pipeline,720185,0,1,0,2040,0,0,0,69,27420,develop
7,0,pipeline,720185,100,1,0,2045,0,0,0,19,7580,develop
5,0,pipeline,720186,0,1,0,2040,0,0,0,69,27420,develop
7,0,pipeline,720186,100,1,0,2045,0,0,0,19,7580,develop
5,0,pipeline,720187,0,1,0,2040,0,0,0,69,27420,develop
7,0,pipeline,720187,100,1,0,2045,0,0,0,19,7580,develop
7,0,pipeline,720333,45,1,0,2030,0,0,0,317,79142,develop
5,0,pipeline,720333,0,1,0,2035,0,0,0,533,133365,develop
5,0,pipeline,720333,0,1,0,2045,0,0,0,125,50000,develop
7,0,pipeline,720334,45,1,0,2030,0,0,0,317,79142,develop
5,0,pipeline,720334,0,1,0,2035,0,0,0,533,133365,develop
5,0,pipeline,720334,0,1,0,2045,0,0,0,125,50000,develop
7,0,pipeline,720335,45,1,0,2030,0,0,0,317,79142,develop
5,0,pipeline,720335,0,1,0,2035,0,0,0,533,133365,develop
5,0,pipeline,720335,0,1,0,2045,0,0,0,125,50000,develop
7,0,pipeline,720336,60,1,0,2045,0,0,0,922,256832,develop
2,0,pipeline,720337,46,1,0,2040,0,0,0,0,0,develop
7,0,pipeline,720337,97,1,0,2045,0,0,0,148,41226,develop
2,0,pipeline,720897,250,1,0,2030,0,0,0,0,0,develop
7,0,pipeline,720897,13,1,0,2035,0,0,0,48,13366,develop
2,0,pipeline,720898,171,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,720898,186,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,720899,250,1,0,2030,0,0,0,0,0,develop
7,0,pipeline,720899,13,1,0,2035,0,0,0,48,13366,develop
2,0,pipeline,720900,250,1,0,2030,0,0,0,0,0,develop
7,0,pipeline,720900,13,1,0,2035,0,0,0,48,13366,develop
2,0,pipeline,720901,250,1,0,2030,0,0,0,0,0,develop
7,0,pipeline,720901,13,1,0,2035,0,0,0,48,13366,develop
2,0,pipeline,720902,171,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,720902,186,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,720903,171,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,720903,186,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,720904,171,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,720904,186,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,720905,171,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,720905,186,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,721653,339,1,0,2040,0,0,0,0,0,develop
7,0,pipeline,721653,339,1,0,2045,0,0,0,1641,410136,develop
7,0,pipeline,755451,58,1,0,2025,0,0,0,2,547,develop
7,0,pipeline,755451,24,1,0,2030,0,0,0,45,11252,develop
7,0,pipeline,755452,58,1,0,2025,0,0,0,2,547,develop
7,0,pipeline,755452,24,1,0,2030,0,0,0,45,11252,develop
7,0,pipeline,755453,58,1,0,2025,0,0,0,2,547,develop
7,0,pipeline,755453,24,1,0,2030,0,0,0,45,11252,develop
7,0,pipeline,755929,73,1,0,2045,0,0,0,1121,312437,develop
2,0,pipeline,755930,56,1,0,2040,0,0,0,0,0,develop
7,0,pipeline,755930,117,1,0,2045,0,0,0,180,50151,develop
2,0,pipeline,755931,56,1,0,2040,0,0,0,0,0,develop
7,0,pipeline,755931,117,1,0,2045,0,0,0,180,50151,develop
7,0,pipeline,755932,21,1,0,2035,0,0,0,6,2487,develop
5,0,pipeline,755932,0,1,0,2040,0,0,0,1152,329634,develop
5,0,pipeline,755932,0,1,0,2045,0,0,0,185,46306,develop
2,0,pipeline,755933,63,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,755933,0,1,0,2040,0,0,0,196,78230,develop
5,0,pipeline,755933,0,1,0,2045,0,0,0,1256,326009,develop
7,0,pipeline,755934,20,1,0,2035,0,0,0,6,2326,develop
5,0,pipeline,755934,0,1,0,2040,0,0,0,1078,308275,develop
5,0,pipeline,755934,0,1,0,2045,0,0,0,173,43306,develop
7,0,pipeline,755935,22,1,0,2035,0,0,0,219,86910,develop
5,0,pipeline,755935,0,1,0,2040,0,0,0,910,227426,develop
7,0,pipeline,755936,17,1,0,2035,0,0,0,5,1921,develop
5,0,pipeline,755936,0,1,0,2040,0,0,0,890,254557,develop
5,0,pipeline,755936,0,1,0,2045,0,0,0,143,35760,develop
7,0,pipeline,755937,18,1,0,2035,0,0,0,181,71766,develop
5,0,pipeline,755937,0,1,0,2040,0,0,0,751,187796,develop
7,0,pipeline,755938,18,1,0,2035,0,0,0,181,71766,develop
5,0,pipeline,755938,0,1,0,2040,0,0,0,751,187795,develop
5,0,pipeline,755993,0,1,0,2025,0,0,0,34,24730,develop
7,0,pipeline,755993,20,1,0,2030,0,0,0,19,19182,develop
5,0,pipeline,755993,0,1,0,2040,0,0,0,10,3946,develop
5,0,pipeline,755993,0,1,0,2045,0,0,0,10,4113,develop
5,0,pipeline,755994,0,1,0,2025,0,0,0,34,24730,develop
7,0,pipeline,755994,20,1,0,2030,0,0,0,19,19182,develop
5,0,pipeline,755994,0,1,0,2040,0,0,0,10,3946,develop
5,0,pipeline,755994,0,1,0,2045,0,0,0,10,4113,develop
5,0,pipeline,755995,0,1,0,2025,0,0,0,34,24730,develop
7,0,pipeline,755995,20,1,0,2030,0,0,0,19,19182,develop
5,0,pipeline,755995,0,1,0,2040,0,0,0,10,3946,develop
5,0,pipeline,755995,0,1,0,2045,0,0,0,10,4113,develop
5,0,pipeline,755996,0,1,0,2025,0,0,0,34,24730,develop
7,0,pipeline,755996,20,1,0,2030,0,0,0,19,19182,develop
5,0,pipeline,755996,0,1,0,2040,0,0,0,10,3946,develop
5,0,pipeline,755996,0,1,0,2045,0,0,0,10,4113,develop
5,0,pipeline,755997,0,1,0,2025,0,0,0,34,24730,develop
7,0,pipeline,755997,20,1,0,2030,0,0,0,19,19182,develop
5,0,pipeline,755997,0,1,0,2040,0,0,0,10,3946,develop
5,0,pipeline,755997,0,1,0,2045,0,0,0,10,4113,develop
5,0,pipeline,755998,0,1,0,2025,0,0,0,34,24730,develop
7,0,pipeline,755998,20,1,0,2030,0,0,0,19,19182,develop
5,0,pipeline,755998,0,1,0,2040,0,0,0,10,3946,develop
5,0,pipeline,755998,0,1,0,2045,0,0,0,10,4113,develop
5,0,pipeline,755999,0,1,0,2025,0,0,0,34,24730,develop
7,0,pipeline,755999,20,1,0,2030,0,0,0,19,19182,develop
5,0,pipeline,755999,0,1,0,2040,0,0,0,10,3946,develop
5,0,pipeline,755999,0,1,0,2045,0,0,0,10,4113,develop
5,0,pipeline,756000,0,1,0,2025,0,0,0,43,10833,develop
3,0,pipeline,756000,0,1,0,2030,0,0,0,29,28578,develop
2,0,pipeline,756000,78,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,756000,0,1,0,2045,0,0,0,73,29194,develop
5,0,pipeline,756001,0,1,0,2025,0,0,0,43,10833,develop
3,0,pipeline,756001,0,1,0,2030,0,0,0,29,28578,develop
2,0,pipeline,756001,78,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,756001,0,1,0,2045,0,0,0,73,29194,develop
5,0,pipeline,756002,0,1,0,2025,0,0,0,43,10833,develop
3,0,pipeline,756002,0,1,0,2030,0,0,0,29,28578,develop
2,0,pipeline,756002,78,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,756002,0,1,0,2045,0,0,0,73,29194,develop
5,0,pipeline,756003,0,1,0,2025,0,0,0,34,24730,develop
7,0,pipeline,756003,20,1,0,2030,0,0,0,19,19182,develop
5,0,pipeline,756003,0,1,0,2040,0,0,0,10,3946,develop
5,0,pipeline,756003,0,1,0,2045,0,0,0,10,4113,develop
5,0,pipeline,756004,0,1,0,2025,0,0,0,43,10833,develop
3,0,pipeline,756004,0,1,0,2030,0,0,0,29,28578,develop
2,0,pipeline,756004,78,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,756004,0,1,0,2045,0,0,0,73,29194,develop
5,0,pipeline,756043,0,1,0,2035,0,0,0,132,52701,develop
2,0,pipeline,756043,24,1,0,2045,0,0,0,0,0,develop
5,0,pipeline,756044,0,1,0,2030,0,0,0,93,23160,develop
2,0,pipeline,756044,34,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,756044,48,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,756044,25,1,0,2045,0,0,0,0,0,develop
5,0,pipeline,756045,0,1,0,2030,0,0,0,93,23160,develop
2,0,pipeline,756045,34,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,756045,48,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,756045,25,1,0,2045,0,0,0,0,0,develop
5,0,pipeline,756046,0,1,0,2030,0,0,0,93,23160,develop
2,0,pipeline,756046,34,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,756046,48,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,756046,25,1,0,2045,0,0,0,0,0,develop
5,0,pipeline,756047,0,1,0,2030,0,0,0,93,23160,develop
2,0,pipeline,756047,34,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,756047,48,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,756047,25,1,0,2045,0,0,0,0,0,develop
5,0,pipeline,756048,0,1,0,2030,0,0,0,84,21000,develop
2,0,pipeline,756048,30,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,756048,44,1,0,2040,0,0,0,0,0,develop
2,0,pipeline,756048,22,1,0,2045,0,0,0,0,0,develop
5,0,pipeline,756049,0,1,0,2025,0,0,0,360,95116,develop
5,0,pipeline,756049,0,1,0,2030,0,0,0,208,83218,develop
2,0,pipeline,756049,22,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,756050,0,1,0,2025,0,0,0,360,95116,develop
5,0,pipeline,756050,0,1,0,2030,0,0,0,208,83218,develop
2,0,pipeline,756050,22,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,756051,0,1,0,2025,0,0,0,152,60884,develop
2,0,pipeline,756051,21,1,0,2035,0,0,0,0,0,develop
5,0,pipeline,756052,0,1,0,2025,0,0,0,152,60884,develop
2,0,pipeline,756052,21,1,0,2035,0,0,0,0,0,develop
2,0,pipeline,756053,63,1,0,2030,0,0,0,0,0,develop
2,0,pipeline,756054,63,1,0,2030,0,0,0,0,0,develop
7,0,pipeline,756055,20,1,0,2030,0,0,0,7,2898,develop
7,0,pipeline,756055,1,1,0,2035,0,0,0,103,41322,develop
7,0,pipeline,756056,20,1,0,2030,0,0,0,7,2898,develop
7,0,pipeline,756056,1,1,0,2035,0,0,0,103,41322,develop
7,0,pipeline,756057,20,1,0,2030,0,0,0,7,2898,develop
7,0,pipeline,756057,1,1,0,2035,0,0,0,103,41322,develop
7,0,pipeline,756058,23,1,0,2035,0,0,0,109,43717,develop
5,0,pipeline,756058,0,1,0,2040,0,0,0,67,26627,develop
7,0,pipeline,756059,23,1,0,2035,0,0,0,109,43717,develop
5,0,pipeline,756059,0,1,0,2040,0,0,0,67,26627,develop
7,0,pipeline,756060,23,1,0,2035,0,0,0,109,43717,develop
5,0,pipeline,756060,0,1,0,2040,0,0,0,67,26627,develop
2,0,pipeline,756340,92,1,0,2025,0,0,0,0,0,develop
5,0,pipeline,756340,0,1,0,2030,0,0,0,11,4557,develop
5,0,pipeline,756340,0,1,0,2035,0,0,0,49,12135,develop
2,0,pipeline,756344,30,1,0,2025,0,0,0,0,0,develop
5,0,pipeline,756344,0,1,0,2030,0,0,0,688,191565,develop
2,0,pipeline,756345,29,1,0,2025,0,0,0,0,0,develop
5,0,pipeline,756345,0,1,0,2030,0,0,0,687,191564,develop
7,0,pipeline,756346,73,1,0,2025,0,0,0,77,30521,develop
5,0,pipeline,756346,0,1,0,2030,0,0,0,351,88486,develop
2,0,pipeline,756358,87,1,0,2025,0,0,0,0,0,develop
5,0,pipeline,756358,0,1,0,2030,0,0,0,97,38912,develop
5,0,pipeline,756358,0,1,0,2035,0,0,0,414,103625,develop
2,0,pipeline,756359,88,1,0,2025,0,0,0,0,0,develop
5,0,pipeline,756359,0,1,0,2030,0,0,0,98,38913,develop
5,0,pipeline,756359,0,1,0,2035,0,0,0,415,103626,develop
7,0,pipeline,756360,20,1,0,2030,0,0,0,49,19748,develop
5,0,pipeline,756360,0,1,0,2035,0,0,0,1026,279766,develop
7,0,pipeline,756361,13,1,0,2025,0,0,0,214,85667,develop
5,0,pipeline,756361,0,1,0,2030,0,0,0,134,53370,develop
5,0,pipeline,756361,0,1,0,2035,0,0,0,569,142126,develop
2,0,pipeline,756362,37,1,0,2025,0,0,0,0,0,develop
7,0,pipeline,756362,53,1,0,2030,0,0,0,66,26491,develop
5,0,pipeline,756362,0,1,0,2035,0,0,0,282,70547,develop
5,0,pipeline,756633,0,1,0,2025,0,0,0,108,77392,develop
7,0,pipeline,756633,50,1,0,2030,0,0,0,61,24667,develop
5,0,pipeline,756634,0,1,0,2025,0,0,0,108,77393,develop
7,0,pipeline,756634,50,1,0,2030,0,0,0,62,24668,develop
0,0,pipeline,260151,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,42798,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,453783,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,55275,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,132387,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,390985,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,88921,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,117940,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,55267,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,159695,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,498276,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,449505,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,129313,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,121147,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,55279,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,50114,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,36032,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,72086,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,72085,0,1,0,2020,0,0,0,0,0,demolition
0,0,pipeline,2626,0,1,0,2021,0,0,0,0,0,demolition
0,0,pipeline,38592,0,1,0,2021,0,0,0,0,0,demolition
2,0,pipeline,500904,5,1,0,2020,0,0,0,0,8855,develop
2,0,pipeline,501040,5,1,0,2020,0,0,0,0,13698,develop
2,0,pipeline,501213,5,1,0,2020,0,0,0,0,13698,develop
2,0,pipeline,580019,6,1,0,2020,0,0,0,0,13752,develop
2,0,pipeline,500390,5,1,0,2020,0,0,0,0,8855,develop
2,0,pipeline,501038,6,1,0,2020,0,0,0,0,8224,develop
2,0,pipeline,588528,1,1,0,2020,0,0,0,0,3301,develop
2,0,pipeline,500656,8,1,0,2020,0,0,0,0,12562,develop
