year,sector_id,number_of_jobs,cid
2051,6,15343,57
2051,7,45328,57
2051,8,277,57
2051,9,18670,57
2051,10,8251,57
2051,11,1356,57
2051,12,5049,57
2052,1,15424,11
2052,2,30179,11
2052,3,53115,11
2052,4,30392,11
2052,5,16903,11
2052,6,33289,11
2052,7,63290,11
2052,8,198,11
2052,9,28863,11
2052,10,11508,11
2052,11,1389,11
2052,12,8725,11
2052,1,76811,35
2052,2,113847,35
2052,3,194025,35
2052,4,134189,35
2052,5,72103,35
2052,6,220822,35
2052,7,340349,35
2052,8,4265,35
2052,9,116296,35
2052,10,97079,35
2052,11,1635,35
2052,12,47172,35
2052,1,35126,49
2052,2,70553,49
2052,3,89424,49
2052,4,67903,49
2052,5,28629,49
2052,6,110863,49
2052,7,138755,49
2052,8,1131,49
2052,9,66007,49
2052,10,20101,49
2052,11,3256,49
2052,12,25174,49
2052,1,10340,57
2052,2,17406,57
2052,3,27967,57
2052,4,22427,57
2052,5,19551,57
2052,6,15404,57
2052,7,45534,57
2052,8,281,57
2052,9,18882,57
2052,10,8231,57
2052,11,1355,57
2052,12,5117,57
2053,1,15502,11
2053,2,30619,11
2053,3,53556,11
2053,4,30845,11
2053,5,16894,11
2053,6,33430,11
2053,7,63601,11
2053,8,198,11
2053,9,29230,11
2053,10,11506,11
2053,11,1406,11
2053,12,8847,11
2053,1,77186,35
2053,2,115827,35
2053,3,195559,35
2053,4,135868,35
2053,5,72162,35
2053,6,221502,35
2053,7,341673,35
2053,8,4265,35
2053,9,117744,35
2053,10,97043,35
2053,11,1649,35
2053,12,47922,35
2053,1,35431,49
2053,2,71959,49
2053,3,90535,49
2053,4,69049,49
2053,5,28768,49
2053,6,112064,49
2053,7,140103,49
2053,8,1144,49
2053,9,67004,49
2053,10,20191,49
2053,11,3256,49
2053,12,25710,49
2053,1,10378,57
2053,2,17662,57
2053,3,28120,57
2053,4,22638,57
2053,5,19629,57
2053,6,15441,57
2053,7,45723,57
2053,8,286,57
2053,9,19087,57
2053,10,8215,57
2053,11,1353,57
2053,12,5208,57
2054,1,15574,11
2054,2,31024,11
2054,3,54011,11
2054,4,31303,11
2054,5,16898,11
2054,6,33549,11
2054,7,63892,11
2054,8,199,11
2054,9,29577,11
2054,10,11504,11
2054,11,1425,11
2054,12,8998,11
2054,1,77564,35
2054,2,117671,35
2054,3,197106,35
2054,4,137582,35
2054,5,72264,35
2054,6,222048,35
2054,7,342930,35
2054,8,4267,35
2054,9,119133,35
2054,10,97040,35
2054,11,1661,35
2054,12,48692,35
2054,1,35746,49
2054,2,73314,49
2054,3,91654,49
2054,4,70184,49
2054,5,28922,49
2054,6,113183,49
2054,7,141444,49
2054,8,1157,49
2054,9,67994,49
2054,10,20291,49
2054,11,3255,49
2054,12,26296,49
2054,1,10416,57
2054,2,17904,57
2054,3,28278,57
2054,4,22857,57
2054,5,19717,57
2054,6,15467,57
2054,7,45911,57
2054,8,291,57
2054,9,19290,57
2054,10,8201,57
2054,11,1350,57
2054,12,5291,57
2055,1,15647,11
2055,2,31433,11
2055,3,54471,11
2055,4,31767,11
2055,5,16893,11
2055,6,33753,11
2055,7,64196,11
2055,8,199,11
2055,9,29896,11
2055,10,11511,11
2055,11,1442,11
2055,12,9121,11
2055,1,77929,35
2055,2,119533,35
2055,3,198625,35
2055,4,139270,35
2055,5,72319,35
2055,6,223055,35
2055,7,344213,35
2055,8,4267,35
2055,9,120414,35
2055,10,97077,35
2055,11,1674,35
2055,12,49333,35
2055,1,36068,49
2055,2,74725,49
2055,3,92792,49
2055,4,71331,49
2055,5,29052,49
2055,6,114531,49
2055,7,142849,49
2055,8,1170,49
2055,9,68949,49
2055,10,20401,49
2055,11,3253,49
2055,12,26793,49
2055,1,10455,57
2055,2,18157,57
2055,3,28433,57
2055,4,23066,57
2055,5,19795,57
2055,6,15531,57
2055,7,46110,57
2055,8,296,57
2055,9,19480,57
2055,10,8193,57
2055,11,1348,57
2055,12,5365,57
2056,1,15724,11
2056,2,31857,11
2056,3,54926,11
2056,4,32239,11
2056,5,16857,11
2056,6,33865,11
2056,7,64485,11
2056,8,199,11
2056,9,30209,11
2056,10,11518,11
2056,11,1461,11
2056,12,9302,11
2056,1,78335,35
2056,2,121430,35
2056,3,200166,35
2056,4,141007,35
2056,5,72247,35
2056,6,223609,35
2056,7,345456,35
2056,8,4269,35
2056,9,121693,35
2056,10,97143,35
2056,11,1686,35
2056,12,50083,35
2056,1,36429,49
2056,2,76217,49
2056,3,93915,49
2056,4,72450,49
2056,5,29134,49
2056,6,115618,49
2056,7,144257,49
2056,8,1182,49
2056,9,69933,49
2056,10,20516,49
2056,11,3249,49
2056,12,27335,49
2056,1,10499,57
2056,2,18420,57
2056,3,28593,57
2056,4,23285,57
2056,5,19839,57
2056,6,15555,57
2056,7,46301,57
2056,8,301,57
2056,9,19671,57
2056,10,8186,57
2056,11,1345,57
2056,12,5458,57
2057,1,15800,11
2057,2,32259,11
2057,3,55383,11
2057,4,32706,11
2057,5,16826,11
2057,6,33942,11
2057,7,64769,11
2057,8,200,11
2057,9,30503,11
2057,10,11532,11
2057,11,1479,11
2057,12,9429,11
2057,1,78730,35
2057,2,123175,35
2057,3,201730,35
2057,4,142699,35
2057,5,72194,35
2057,6,223874,35
2057,7,346643,35
2057,8,4272,35
2057,9,122854,35
2057,10,97242,35
2057,11,1700,35
2057,12,50829,35
2057,1,36793,49
2057,2,77655,49
2057,3,95051,49
2057,4,73486,49
2057,5,29202,49
2057,6,116511,49
2057,7,145629,49
2057,8,1195,49
2057,9,70838,49
2057,10,20628,49
2057,11,3244,49
2057,12,27914,49
2057,1,10542,57
2057,2,18671,57
2057,3,28752,57
2057,4,23496,57
2057,5,19887,57
2057,6,15562,57
2057,7,46492,57
2057,8,306,57
2057,9,19845,57
2057,10,8183,57
2057,11,1344,57
2057,12,5525,57
2058,1,15873,11
2058,2,32664,11
2058,3,55854,11
2058,4,33116,11
2058,5,16795,11
2058,6,34002,11
2058,7,65019,11
2058,8,200,11
2058,9,30784,11
2058,10,11547,11
2058,11,1499,11
2058,12,9570,11
2058,1,79128,35
2058,2,124923,35
2058,3,203298,35
2058,4,144170,35
2058,5,72149,35
2058,6,224134,35
2058,7,347748,35
2058,8,4275,35
2058,9,124017,35
2058,10,97365,35
2058,11,1713,35
2058,12,51417,35
2058,1,37152,49
2058,2,79147,49
2058,3,96161,49
2058,4,74417,49
2058,5,29267,49
2058,6,117364,49
2058,7,146955,49
2058,8,1206,49
2058,9,71770,49
2058,10,20749,49
2058,11,3237,49
2058,12,28373,49
2058,1,10585,57
2058,2,18919,57
2058,3,28922,57
2058,4,23673,57
2058,5,19940,57
2058,6,15565,57
2058,7,46662,57
2058,8,311,57
2058,9,20018,57
2058,10,8182,57
2058,11,1342,57
2058,12,5598,57
2059,1,15940,11
2059,2,33074,11
2059,3,56326,11
2059,4,33498,11
2059,5,16768,11
2059,6,34064,11
2059,7,65248,11
2059,8,201,11
2059,9,31047,11
2059,10,11562,11
2059,11,1517,11
2059,12,9682,11
2059,1,79515,35
2059,2,126609,35
2059,3,204893,35
2059,4,145502,35
2059,5,72101,35
2059,6,224323,35
2059,7,348546,35
2059,8,4278,35
2059,9,125083,35
2059,10,97495,35
2059,11,1727,35
2059,12,52261,35
2059,1,37506,49
2059,2,80668,49
2059,3,97234,49
2059,4,75263,49
2059,5,29322,49
2059,6,118097,49
2059,7,148135,49
2059,8,1217,49
2059,9,72673,49
2059,10,20864,49
2059,11,3229,49
2059,12,28944,49
2059,1,10630,57
2059,2,19158,57
2059,3,29099,57
2059,4,23829,57
2059,5,20001,57
2059,6,15567,57
2059,7,46812,57
2059,8,317,57
2059,9,20179,57
2059,10,8183,57
2059,11,1342,57
2059,12,5666,57
2060,1,15998,11
2060,2,33413,11
2060,3,57024,11
2060,4,33837,11
2060,5,16728,11
2060,6,34079,11
2060,7,65384,11
2060,8,201,11
2060,9,31267,11
2060,10,11570,11
2060,11,1536,11
2060,12,9853,11
2060,1,79918,35
2060,2,128103,35
2060,3,206746,35
2060,4,146760,35
2060,5,72077,35
2060,6,224528,35
2060,7,349250,35
2060,8,4284,35
2060,9,126060,35
2060,10,97676,35
2060,11,1740,35
2060,12,52981,35
2060,1,37878,49
2060,2,82180,49
2060,3,98299,49
2060,4,76098,49
2060,5,29376,49
2060,6,118774,49
2060,7,149301,49
2060,8,1229,49
2060,9,73611,49
2060,10,20995,49
2060,11,3217,49
2060,12,29462,49
2060,1,10671,57
2060,2,19364,57
2060,3,29366,57
2060,4,23963,57
2060,5,20059,57
2060,6,15559,57
2060,7,46911,57
2060,8,323,57
2060,9,20320,57
2060,10,8183,57
2060,11,1340,57
2060,12,5764,57
