parcel_id,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote,AreaName
3017,,0.5,2027,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Salt Lake City Northwest Quadrant
3018,,0.5,2027,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Salt Lake City Northwest Quadrant
3021,,0.5,2027,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Salt Lake City Northwest Quadrant
3022,,0.5,2027,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Salt Lake City Northwest Quadrant
3023,,0.5,2027,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Salt Lake City Northwest Quadrant
3024,,0.5,2027,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Salt Lake City Northwest Quadrant
3025,,0.5,2027,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Salt Lake City Northwest Quadrant
3026,,0.5,2027,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Salt Lake City Northwest Quadrant
3030,15.0,5.0,2027,0,1,0,1,1,0,0,0,"Unique entertainment, commerce and regional retail",WFRC,Legacy Gateway
3031,15.0,5.0,2027,0,1,0,1,1,0,0,0,"Unique entertainment, commerce and regional retail",WFRC,Legacy Gateway
3052,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,"West Point, Clinton Neighborhood Center 333"
3053,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,"West Point, Clinton Neighborhood Center 333"
3097,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,Old Mill
3098,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,Old Mill
3100,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,Old Mill
3293,5.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,North Ogden Neighborhood Center 271
3294,5.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,North Ogden Neighborhood Center 271
3295,5.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,North Ogden Neighborhood Center 271
3343,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Syracuse SR 193 District
3344,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Syracuse SR 193 District
3345,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Syracuse SR 193 District
3346,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Syracuse SR 193 District
3926,10.0,1.5,2024,0,1,0,1,1,0,0,0,Grocery store/restaurant + neighborhood center uses,WFRC,Sunset SR 126
3927,10.0,1.5,2024,0,1,0,1,1,0,0,0,Grocery store/restaurant + neighborhood center uses,WFRC,Sunset SR 126
4304,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Davis County Industrial District 336
4305,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Davis County Industrial District 336
4306,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4307,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4308,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4309,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4320,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 331
4321,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 331
4323,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4324,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4327,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4328,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4329,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4330,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4331,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4332,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4333,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4334,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4335,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4338,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4339,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4340,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4341,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4342,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4346,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4347,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4348,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4349,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4427,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4428,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4429,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4430,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4432,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4433,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4434,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4435,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4436,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4437,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4438,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4439,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4440,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4441,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4442,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4443,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4444,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4445,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4457,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4461,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4462,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4463,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4466,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4467,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4468,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4469,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4470,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4471,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4472,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4473,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4474,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4475,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4476,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4477,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4478,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4479,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4480,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4481,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4482,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4483,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4484,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4485,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4486,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4487,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4488,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4489,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4490,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4491,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4492,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4493,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4494,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4495,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4496,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4497,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4498,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4499,10.0,1.0,2035,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,South Willard Center
4500,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4501,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4502,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4503,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4504,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 382
4586,15.0,1.5,2035,0,1,0,1,1,0,0,0,Grocery store/restaurant + neighborhood center uses,WFRC,Willard 750 North Center
4621,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 330
4622,,2.5,2035,0,0,1,0,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,Weber County Employment District 330
4905,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4906,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4907,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4908,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4909,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4910,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4911,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4912,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4913,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4914,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4915,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4916,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4917,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4918,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4919,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4920,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4921,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4922,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4923,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4924,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
4925,,0.5,2035,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Weber County Industrial District 329
5057,20.0,5.0,2024,0,1,0,1,1,0,0,0,"Unique entertainment, commerce and regional retail",WFRC,Bountiful Downtown
5059,,0.5,2024,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,North Salt Lake / Woods Cross Industrial District
5061,,1.5,2024,0,0,0,1,0,0,0,0,Regional-serving shopping center or corridor,WFRC,The Commons
5062,,0.5,2030,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,Sheep Lane Employment District
5063,,0.5,2024,0,0,1,0,0,0,0,0,"Manufacturing, logistics, or other goods movement",WFRC,North Salt Lake Industrial District 292
5064,10.0,1.0,2024,0,1,0,1,1,0,0,0,"Retail (pharmacy, restaurant) and/or civic (elementary school, library)",WFRC,North Salt Lake Neighborhood Center 291
