parcel_id,TAZID_900,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote,AreaName
543,618.0,16.2,1.8,2031.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Clinton Town Center
553,596.0,16.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,West Point City Center
558,825.0,8.1,1.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Gateway Crossing
563,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
564,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
578,775.0,16.2,2.5,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Station Park
581,660.0,16.2,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Downtown Clearfield
582,660.0,16.2,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Downtown Clearfield
583,703.0,16.2,2.5,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Layton Midtown
587,723.0,12.2,2.3,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Layton Downtown
588,712.0,5.7,0.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Gordon & Fairfield Town Center
589,712.0,5.7,0.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Gordon & Fairfield Town Center
595,675.0,16.2,2.1,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Syracuse City Center
601,679.0,16.2,2.1,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Syracuse City Center
602,666.0,5.7,1.9,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,East Antelope Center
1393,879.0,,0.3,2023.0,0,0,1,0,0,0,0,0,WFRCCenters,WFRC,North Salt Lake / Woods Cross Industrial District
1398,883.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1399,884.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1400,883.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1401,884.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1402,884.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1403,883.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1404,883.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1412,882.0,,0.3,2023.0,0,0,1,0,0,0,0,0,WFRCCenters,WFRC,North Salt Lake / Woods Cross Industrial District
1413,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1414,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1415,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1416,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1417,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1418,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1419,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1420,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1421,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1422,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1423,891.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1424,890.0,,0.3,2023.0,0,0,1,0,0,0,0,0,WFRCCenters,WFRC,North Salt Lake / Woods Cross Industrial District
1425,890.0,,0.3,2023.0,0,0,1,0,0,0,0,0,WFRCCenters,WFRC,North Salt Lake / Woods Cross Industrial District
1432,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1433,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1434,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1435,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1436,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1437,894.0,20.2,1.8,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,North Salt Lake Town Center
1438,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1439,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1440,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1441,876.0,6.5,1.1,2023.0,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,Foxboro
1443,802.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1444,802.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1445,802.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1446,802.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1447,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1448,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1449,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1450,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1451,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1452,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1453,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1454,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1455,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1456,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1457,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1458,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1459,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1460,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1461,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1462,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1463,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1464,809.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1465,809.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1466,809.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1467,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1468,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1469,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1470,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1471,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1472,809.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1473,809.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1474,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1475,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1476,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1477,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1478,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1479,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1480,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1481,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1482,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1483,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1484,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1485,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1486,809.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1487,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1488,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1489,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1490,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1491,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1492,802.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1493,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1494,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1495,803.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1496,802.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1497,802.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1499,807.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1500,808.0,17.0,1.9,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Centerville Downtown
1503,827.0,8.1,1.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Pages Lane Center
1504,827.0,8.1,1.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Pages Lane Center
1506,827.0,8.1,1.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Pages Lane Center
1507,827.0,8.1,1.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Pages Lane Center
1508,825.0,8.1,1.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Gateway Crossing
1509,825.0,8.1,1.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Gateway Crossing
1510,825.0,8.1,1.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Gateway Crossing
1514,830.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1515,830.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1519,830.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1526,830.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1527,830.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1528,830.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1529,830.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1530,830.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1531,830.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1532,830.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1537,830.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1539,830.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1543,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1544,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1545,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1546,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1547,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1548,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1549,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1550,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1551,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1552,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1553,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1554,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1555,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1556,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1557,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1558,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1559,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1560,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1561,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1562,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1563,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1564,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1565,831.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1566,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1567,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1568,831.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1569,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1570,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1571,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1572,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1573,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1574,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1575,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1576,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1577,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1578,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1579,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1580,831.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1581,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1582,831.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1583,831.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1584,831.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1585,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1586,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1587,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1588,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1589,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1590,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1591,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1592,831.0,13.0,2.2,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 500 South
1593,831.0,13.0,2.0,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful 200 West
1594,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1595,831.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1596,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1597,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1598,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
1599,832.0,13.0,2.6,2023.0,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bountiful Downtown
