parcel_id,TAZID_900,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote,AreaName
1670,2040,25.0,5.0,2033,0,0,0,1,1,0,0,0,Grocery store/restaurant + neighborhood center uses,WFRC,Herriman Town Center
1671,2040,25.0,5.0,2033,0,0,0,1,1,0,0,0,Grocery store/restaurant + neighborhood center uses,WFRC,Herriman Town Center
2050,2153,25.0,5.0,2033,0,0,0,1,1,1,1,1,Grocery store/restaurant + neighborhood center uses,WFRC,Highline
2051,2153,25.0,5.0,2033,0,0,0,1,1,1,1,1,Grocery store/restaurant + neighborhood center uses,WFRC,Highline
2126,958,,2.5,2033,0,0,1,1,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,International District
2127,958,,2.5,2033,0,0,1,1,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,International District
2128,958,,2.5,2033,0,0,1,1,1,0,0,0,"Regionally significant employment-focused uses (research park, warehouse)",WFRC,International District
2414,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2415,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2416,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2417,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2418,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2419,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2420,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2443,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2444,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2445,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2520,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2521,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2975,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2976,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2977,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2978,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2979,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2980,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2981,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
2982,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
